division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
middleweight,http://boxrec.com/boxer/348759,2017-09-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/751017,http://boxrec.com/boxer/356831,,"T-Mobile Arena, Las Vegas, Nevada",Gennady Golovkin,Saul Alvarez,
cruiserweight,http://boxrec.com/boxer/358215,2017-08-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/750363,http://boxrec.com/boxer/587030,,,Kevin Lerena,Maxim Maslov,
super bantamweight,http://boxrec.com/boxer/472418,2017-06-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBA Super World super bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World super bantamweight title</a><br></td>",http://boxrec.com/show/749105,http://boxrec.com/boxer/492989,,"Mandalay Bay Hotel & Casino, Events Center, Las Vegas, Nevada",Guillermo Rigondeaux,Moises Flores,
minimumweight,http://boxrec.com/boxer/552964,2017-06-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/746762,http://boxrec.com/boxer/431648,,"Emperors Palace, Kempton Park, Gauteng",Simphiwe Khonco,Lito Dante,
light heavyweight,http://boxrec.com/boxer/460738,2017-05-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/744192,http://boxrec.com/boxer/431949,UD,"Barclaycard Arena, Hamburg, Hamburg",Igor Mikhalkin,Thomas Oosthuizen,W
heavyweight,http://boxrec.com/boxer/7035,2017-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Heavyweight"" border=""0"" class=""dLink"">vacant WBA Super World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Klitschko down once in the 5th round and twice in the 11th.<br>Joshua down once in the 6th.</span></td>",http://boxrec.com/show/743831,http://boxrec.com/boxer/659461,TKO,"Wembley Stadium, Wembley, London",Anthony Joshua,Wladimir Klitschko,W
featherweight,http://boxrec.com/boxer/441161,2017-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Featherweight"" border=""0"" class=""dLink"">interim WBA World featherweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Featherweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World featherweight title</a><br></td>",http://boxrec.com/show/748845,http://boxrec.com/boxer/546653,KO,"Sam's Town Hotel & Gambling Hall, Las Vegas, Nevada",Claudio Marrero,Carlos Zambrano,W
flyweight,http://boxrec.com/boxer/677556,2017-04-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World flyweight title</a><br></td>",http://boxrec.com/show/748835,http://boxrec.com/boxer/85424,KO,"Wembley Indoor Arena, Johannesburg, Gauteng",Moruti Mthalane,Genisis Libranza,W
super lightweight,http://boxrec.com/boxer/503822,2017-04-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br></td>",http://boxrec.com/show/745083,http://boxrec.com/boxer/71275,UD,"The SSE Hydro, Glasgow, Scotland",Ricky Burns,Julius Indongo,L 
cruiserweight,http://boxrec.com/boxer/514537,2017-04-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">vacant WBC World cruiserweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br><span style=""font-size:10px;"">IBO title becomes vacant, Briedis did not pay sanction fee.
<br>Huck deducted a point under WBC headbutt rule.</span></td>",http://boxrec.com/show/745403,http://boxrec.com/boxer/280342,UD,"Westfalenhalle, Dortmund, Nordrhein-Westfalen",Marco Huck,Mairis Briedis,L 
super flyweight,http://boxrec.com/boxer/323831,2017-03-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World super flyweight title</a><br></td>",http://boxrec.com/show/748626,http://boxrec.com/boxer/365040,UD,"Indoor Sports Centre, Kempton Park, Gauteng",Gideon Buthelezi,Angel Aviles,W
middleweight,http://boxrec.com/boxer/432984,2017-03-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Jacobs down in round four<br>IBF title not on the line for Jacobs who misses IBF's same-day weigh-in</span></td>",http://boxrec.com/show/744074,http://boxrec.com/boxer/356831,UD,"Madison Square Garden, New York, New York",Gennady Golovkin,Daniel Jacobs,W
bantamweight,http://boxrec.com/boxer/444007,2017-02-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Bantamweight"" border=""0"" class=""dLink"">WBA Super World bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">IBO title becomes vacant as Zhakiyanov did not pay sanction fee.<br>Zhakiyanov down twice in the 1st round.</span></td>",http://boxrec.com/show/743885,http://boxrec.com/boxer/629466,SD,"Huntington Center, Toledo, Ohio",Rau'shee Warren,Zhanat Zhakiyanov,L 
super middleweight,http://boxrec.com/boxer/588468,2017-02-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/744772,http://boxrec.com/boxer/463702,TKO,"Olympia, Kensington, London",Renold Quinlan,Chris Eubank Jr,L 
light flyweight,http://boxrec.com/boxer/634124,2017-02-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Flyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World light flyweight title</a><br></td>",http://boxrec.com/show/742617,http://boxrec.com/boxer/397849,RTD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Joey Canoy,W
super welterweight,http://boxrec.com/boxer/87307,2017-01-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super welterweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBA Super World super welterweight title</a><br><span style=""font-size:10px;"">Foreman down in rd 3</span></td>",http://boxrec.com/show/743903,http://boxrec.com/boxer/457231,KO,"Hialeah Park Racing & Casino, Hialeah, Florida",Erislandy Lara,Yuri Foreman,W
super lightweight,http://boxrec.com/boxer/503822,2016-12-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br></td>",http://boxrec.com/show/740238,http://boxrec.com/boxer/519688,KO,"Khodynka Ice Palace, Moscow",Eduard Troyanovsky,Julius Indongo,L 
lightweight,http://boxrec.com/boxer/9357,2016-12-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World lightweight title</a><br><span style=""font-size:10px;"">Fana knocked down twice in first round.</span></td>",http://boxrec.com/show/740576,http://boxrec.com/boxer/289944,UD,"Bukom Boxing Arena, Accra",Emmanuel Tagoe,Mzonke Fana,W
minimumweight,http://boxrec.com/boxer/107795,2016-11-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/742254,http://boxrec.com/boxer/431648,UD,"Orient Theatre, East London, Eastern Cape",Simphiwe Khonco,Nkosinathi Joyi,W
cruiserweight,http://boxrec.com/boxer/489920,2016-11-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/741567,http://boxrec.com/boxer/280342,UD,"Tui Arena, Hannover, Niedersachsen",Marco Huck,Dmytro Kucher,W
super middleweight,http://boxrec.com/boxer/463702,2016-10-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/737977,http://boxrec.com/boxer/272538,KO,"Silverdome Basketball Stadium, Launceston, Tasmania",Daniel Geale,Renold Quinlan,L 
middleweight,http://boxrec.com/boxer/272717,2016-09-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Fight stopped after Brook's corner threw in the towel<br>Brook sustained a fractured right eye socket.</span></td>",http://boxrec.com/show/736736,http://boxrec.com/boxer/356831,TKO,"O2 Arena (Millenium Dome), Greenwich, London",Gennady Golovkin,Kell Brook,W
super lightweight,http://boxrec.com/boxer/544031,2016-09-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><span style=""font-size:10px;"">Keita Obara down 0:54 of round 2.</span></td>",http://boxrec.com/show/736670,http://boxrec.com/boxer/519688,TKO,"Krylia Sovetov, Moscow",Eduard Troyanovsky,Keita Obara,W
super featherweight,http://boxrec.com/boxer/20257,2016-08-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Featherweight"" border=""0"" class=""dLink"">International Boxing Organization World super featherweight title</a><br></td>",http://boxrec.com/show/737244,http://boxrec.com/boxer/207460,UD,"Emerald Casino, Vanderbijlpark, Gauteng",Jack Asis,Malcolm Klassen,L 
bantamweight,http://boxrec.com/boxer/629466,2016-06-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Bantamweight"" border=""0"" class=""dLink"">WBA Super World bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World bantamweight title</a><br></td>",http://boxrec.com/show/732474,http://boxrec.com/boxer/545444,MD,"UIC Pavilion, Chicago, Illinois",Juan Carlos Payano,Rau'shee Warren,L 
super bantamweight,http://boxrec.com/boxer/472418,2016-06-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Super%20Bantamweight"" border=""0"" class=""dLink"">interim WBA World super bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World super bantamweight title</a><br></td>",http://boxrec.com/show/730234,http://boxrec.com/boxer/397371,UD,"Ramatex Factory, Windhoek",Paulus Ambunda,Moises Flores,L 
minimumweight,http://boxrec.com/boxer/618432,2016-06-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/733154,http://boxrec.com/boxer/431648,UD,"Emperors Palace, Kempton Park, Gauteng",Simphiwe Khonco,Siyabonga Siyo,W
super welterweight,http://boxrec.com/boxer/304744,2016-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super welterweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBA World super welterweight title</a><br><span style=""font-size:10px;"">Referee deducted one point from Martirosyan for low blow in the 11th round.</span></td>",http://boxrec.com/show/730840,http://boxrec.com/boxer/457231,UD,"The Cosmopolitan of Las Vegas, Chelsea Ballroom, Las Vegas, Nevada",Erislandy Lara,Vanes Martirosyan,W
light heavyweight,http://boxrec.com/boxer/429925,2016-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/729884,http://boxrec.com/boxer/636531,UD,"Khodynka Ice Palace, Moscow",Umar Salamov,Bob Ajisafe,W
welterweight,http://boxrec.com/boxer/326793,2016-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World welterweight title</a><br></td>",http://boxrec.com/show/731693,http://boxrec.com/boxer/337404,UD,"Ngoako Ramatlhodi Sports Complex, Seshego, Limpopo",Tsiko Mulovhedzi,Jesus Gurrola,W
super flyweight,http://boxrec.com/boxer/592488,2016-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World super flyweight title</a><br></td>",http://boxrec.com/show/731693,http://boxrec.com/boxer/365040,UD,"Ngoako Ramatlhodi Sports Complex, Seshego, Limpopo",Gideon Buthelezi,Diego Luis Pichardo Liriano,W
middleweight,http://boxrec.com/boxer/488033,2016-04-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Wade down once in rd 1 &amp; twice in rd 2</span></td>",http://boxrec.com/show/726453,http://boxrec.com/boxer/356831,KO,"Forum, Inglewood, California",Gennady Golovkin,Dominic Wade,W
super lightweight,http://boxrec.com/boxer/129817,2016-04-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><span style=""font-size:10px;"">Cuenca KD 1:47 of 4th round, KD 2:40 of 6th round.</span></td>",http://boxrec.com/show/730328,http://boxrec.com/boxer/519688,TKO,"Krylia Sovetov, Moscow",Eduard Troyanovsky,Cesar Rene Cuenca,W
minimumweight,http://boxrec.com/boxer/544278,2016-03-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">International Boxing Organization World minimumweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Minimumweight"" border=""0"" class=""dLink"">WBA Super World minimumweight title</a><br></td>",http://boxrec.com/show/726743,http://boxrec.com/boxer/397849,UD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Byron Rojas,L 
cruiserweight,http://boxrec.com/boxer/280342,2016-02-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/725394,http://boxrec.com/boxer/91647,RTD,"Gerry Weber Stadium, Halle, Nordrhein-Westfalen",Ola Afolabi,Marco Huck,L 
super flyweight,http://boxrec.com/boxer/365040,2015-12-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Flyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super flyweight title</a><br></td>",http://boxrec.com/show/724834,http://boxrec.com/boxer/607789,UD,"Orient Theatre, East London, Eastern Cape",Makazole Tete,Gideon Buthelezi,L 
flyweight,http://boxrec.com/boxer/538387,2015-12-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World flyweight title</a><br></td>",http://boxrec.com/show/725409,http://boxrec.com/boxer/85424,TKO,"Olive Convention Centre, Durban, KwaZulu-Natal",Moruti Mthalane,Renz Rosia,W
super bantamweight,http://boxrec.com/boxer/568868,2015-12-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World super bantamweight title</a><br></td>",http://boxrec.com/show/720817,http://boxrec.com/boxer/397371,UD,"Ramatex Factory, Windhoek",Paulus Ambunda,Jason Cooper,W
heavyweight,http://boxrec.com/boxer/479205,2015-11-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Heavyweight"" border=""0"" class=""dLink"">WBA Super World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Fury deducted one point in 11th round for shots behind the head</span></td>",http://boxrec.com/show/721333,http://boxrec.com/boxer/7035,UD,"ESPRIT arena, Düsseldorf, Nordrhein-Westfalen",Wladimir Klitschko,Tyson Fury,L 
lightweight,http://boxrec.com/boxer/107090,2015-11-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World lightweight title</a><br></td>",http://boxrec.com/show/724765,http://boxrec.com/boxer/545863,TKO,"Selbourne Park, East London, Eastern Cape",Xolisani Ndongeni,Jasper Seroka,W
super welterweight,http://boxrec.com/boxer/176707,2015-11-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBA World super welterweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super welterweight title</a><br></td>",http://boxrec.com/show/719509,http://boxrec.com/boxer/457231,TKO,"Hialeah Park Race Track, Hialeah, Florida",Erislandy Lara,Jan Zaveck,W
cruiserweight,http://boxrec.com/boxer/91647,2015-11-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/718330,http://boxrec.com/boxer/508480,KO,"Tatneft Arena, Kazan",Rakhim Chakhkiev,Ola Afolabi,L 
super lightweight,http://boxrec.com/boxer/129817,2015-11-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br></td>",http://boxrec.com/show/718330,http://boxrec.com/boxer/519688,TKO,"Tatneft Arena, Kazan",Eduard Troyanovsky,Cesar Rene Cuenca,W
middleweight,http://boxrec.com/boxer/389447,2015-10-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><span style=""font-size:10px;"">Lemieux down once in round five</span></td>",http://boxrec.com/show/717853,http://boxrec.com/boxer/356831,TKO,"Madison Square Garden, New York, New York",Gennady Golovkin,David Lemieux,W
featherweight,http://boxrec.com/boxer/422143,2015-10-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Featherweight"" border=""0"" class=""dLink"">International Boxing Organization World featherweight title</a><br></td>",http://boxrec.com/show/722551,http://boxrec.com/boxer/430287,KO,"Orient Theatre, East London, Eastern Cape",Lusanda Komanisi,Roli Gasca,W
minimumweight,http://boxrec.com/boxer/431648,2015-09-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Minimumweight"" border=""0"" class=""dLink"">WBA World minimumweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/716489,http://boxrec.com/boxer/397849,UD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Simphiwe Khonco,W
bantamweight,http://boxrec.com/boxer/629466,2015-08-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Bantamweight"" border=""0"" class=""dLink"">WBA Super World bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">Payano was knocked down in the 12th round.- Referee deducted one point from Payano in the 3rd round, and two points from Warren in the 9th round.-</span></td>",http://boxrec.com/show/715794,http://boxrec.com/boxer/545444,SD,"Full Sail University, Winter Park, Florida",Juan Carlos Payano,Rau'shee Warren,W
super bantamweight,http://boxrec.com/boxer/582325,2015-08-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super bantamweight title</a><br><span style=""font-size:10px;"">Ambunda down in the 2nd round</span></td>",http://boxrec.com/show/716488,http://boxrec.com/boxer/397371,SD,"Ramatex Factory, Windhoek",Paulus Ambunda,Leandro David Esperante,W
welterweight,http://boxrec.com/boxer/337404,2015-07-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World welterweight title</a><br><span style=""font-size:10px;"">Funeka down thrice in 3rd round, and once in 5th round before referee stopped contest.</span></td>",http://boxrec.com/show/714970,http://boxrec.com/boxer/33880,TKO,"International Convention Centre, East London, Eastern Cape",Ali Funeka,Tsiko Mulovhedzi,L 
super flyweight,http://boxrec.com/boxer/365040,2015-07-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World super flyweight title</a><br></td>",http://boxrec.com/show/714970,http://boxrec.com/boxer/391407,SD,"International Convention Centre, East London, Eastern Cape",Lwandile Sityatha,Gideon Buthelezi,W
super middleweight,http://boxrec.com/boxer/298526,2015-06-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/711151,http://boxrec.com/boxer/611417,UD,"Royal Exhibition Building, Carlton, Victoria",Zac Dunn,Max Bursak,W
super welterweight,http://boxrec.com/boxer/59557,2015-06-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBA World super welterweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super welterweight title</a><br><span style=""font-size:10px;"">Rodriguez down in round 6</span></td>",http://boxrec.com/show/712005,http://boxrec.com/boxer/457231,UD,"UIC Pavilion, Chicago, Illinois",Erislandy Lara,Delvin Rodriguez,W
light heavyweight,http://boxrec.com/boxer/492926,2015-06-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World light heavyweight title</a><br><span style=""font-size:10px;"">Oosthuizen Failed to make weight forcing the title to become Vacant. The IBO Title remains vacant.</span></td>",http://boxrec.com/show/712521,http://boxrec.com/boxer/460738,UD,"Emperors Palace, Kempton Park, Gauteng",Thomas Oosthuizen,Robert Berridge,W
cruiserweight,http://boxrec.com/boxer/584992,2015-05-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/709489,http://boxrec.com/boxer/508480,KO,"Luzhniki, Moscow",Rakhim Chakhkiev,Junior Anthony Wright,W
