division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
middleweight,http://boxrec.com/boxer/348759,2017-09-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/751017,http://boxrec.com/boxer/356831,,"T-Mobile Arena, Las Vegas, Nevada",Gennady Golovkin,Saul Alvarez,
super welterweight,http://boxrec.com/boxer/328611,2017-07-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/752308,http://boxrec.com/boxer/625960,,New York,Jarrett Hurd,Austin Trout,
super flyweight,http://boxrec.com/boxer/453433,2017-07-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Flyweight"" border=""0"" class=""dLink"">IBF World super flyweight title</a><br></td>",http://boxrec.com/show/749182,http://boxrec.com/boxer/506289,,"Suncorp Stadium, Brisbane, Queensland",Jerwin Ancajas,Teiru Kinoshita,
lightweight,http://boxrec.com/boxer/238429,2017-06-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Lightweight"" border=""0"" class=""dLink"">IBF World lightweight title</a><br></td>",http://boxrec.com/show/749534,http://boxrec.com/boxer/631773,,"Huntington Center, Toledo, Ohio",Robert Easter Jr,Denis Shafikov,
light heavyweight,http://boxrec.com/boxer/505927,2017-06-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBO World light heavyweight title</a><br></td>",http://boxrec.com/show/749105,http://boxrec.com/boxer/281958,,"Mandalay Bay Hotel & Casino, Events Center, Las Vegas, Nevada",Andre Ward,Sergey Kovalev,
bantamweight,http://boxrec.com/boxer/648299,2017-06-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Bantamweight"" border=""0"" class=""dLink"">IBF World bantamweight title</a><br></td>",http://boxrec.com/show/750504,http://boxrec.com/boxer/178678,,"Odyssey Arena, Belfast, Northern Ireland",Lee Haskins,Ryan Burnett,
welterweight,http://boxrec.com/boxer/629465,2017-05-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Welterweight"" border=""0"" class=""dLink"">IBF World welterweight title</a><br><span style=""font-size:10px;"">Brook down in rounds 10 &amp; 11</span></td>",http://boxrec.com/show/748356,http://boxrec.com/boxer/272717,KO,"Bramall Lane Football Ground, Sheffield, Yorkshire",Kell Brook,Errol Spence Jr,L 
minimumweight,http://boxrec.com/boxer/481446,2017-05-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Minimumweight"" border=""0"" class=""dLink"">IBF World minimumweight title</a><br><span style=""font-size:10px;"">Stoppage win for Argumedo after Mendoza was declared unfit to continue from cut over his left eye caused by a punch.</span></td>",http://boxrec.com/show/747580,http://boxrec.com/boxer/551036,TKO,"Arena TV Azteca, Monterrey, Nuevo León",Jose Argumedo,Gabriel Mendoza,W
light flyweight,http://boxrec.com/boxer/296008,2017-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br></td>",http://boxrec.com/show/749077,http://boxrec.com/boxer/331008,TKO,"Ariake Colosseum, Tokyo",Milan Melindo,Akira Yaegashi,W
super middleweight,http://boxrec.com/boxer/571528,2017-05-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Middleweight"" border=""0"" class=""dLink"">interim IBF World super middleweight title</a><br><span style=""font-size:10px;"">Uzcategui DQ'd for hitting Dirrell after the bell.</span></td>",http://boxrec.com/show/746113,http://boxrec.com/boxer/291903,DQ,"MGM National Harbor, Oxon Hill, Maryland",Andre Dirrell,Jose Uzcategui,W
super featherweight,http://boxrec.com/boxer/437195,2017-05-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Featherweight"" border=""0"" class=""dLink"">IBF World super featherweight title</a><br><span style=""font-size:10px;"">Walsh down from an overhand left in the 3rd round.</span></td>",http://boxrec.com/show/745701,http://boxrec.com/boxer/643387,TKO,"Copper Box Arena, Queen Elizabeth Olympic Park, Hackney Wick, London",Gervonta Davis,Liam Walsh,W
heavyweight,http://boxrec.com/boxer/7035,2017-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Heavyweight"" border=""0"" class=""dLink"">vacant WBA Super World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Klitschko down once in the 5th round and twice in the 11th.<br>Joshua down once in the 6th.</span></td>",http://boxrec.com/show/743831,http://boxrec.com/boxer/659461,TKO,"Wembley Stadium, Wembley, London",Anthony Joshua,Wladimir Klitschko,W
flyweight,http://boxrec.com/boxer/665612,2017-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Flyweight"" border=""0"" class=""dLink"">vacant IBF World flyweight title</a><br></td>",http://boxrec.com/show/747168,http://boxrec.com/boxer/215599,UD,"Cebu City Waterfront Hotel & Casino, Barangay Lahug, Cebu City, Cebu",Donnie Nietes,Komgrich Nantapech,W
super lightweight,http://boxrec.com/boxer/503822,2017-04-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br></td>",http://boxrec.com/show/745083,http://boxrec.com/boxer/71275,UD,"The SSE Hydro, Glasgow, Scotland",Ricky Burns,Julius Indongo,L 
middleweight,http://boxrec.com/boxer/432984,2017-03-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Jacobs down in round four<br>IBF title not on the line for Jacobs who misses IBF's same-day weigh-in</span></td>",http://boxrec.com/show/744074,http://boxrec.com/boxer/356831,UD,"Madison Square Garden, New York, New York",Gennady Golovkin,Daniel Jacobs,W
super welterweight,http://boxrec.com/boxer/574588,2017-02-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">vacant IBF World super welterweight title</a><br><span style=""font-size:10px;"">Harrison down in round nine</span></td>",http://boxrec.com/show/744199,http://boxrec.com/boxer/625960,TKO,"Legacy Arena, Birmingham, Alabama",Jarrett Hurd,Tony Harrison,W
lightweight,http://boxrec.com/boxer/386000,2017-02-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Lightweight"" border=""0"" class=""dLink"">IBF World lightweight title</a><br><span style=""font-size:10px;"">Cruz down in rd 10, rd 11 &amp; rd 12.</span></td>",http://boxrec.com/show/743885,http://boxrec.com/boxer/631773,UD,"Huntington Center, Toledo, Ohio",Robert Easter Jr,Luis Cruz,W
super flyweight,http://boxrec.com/boxer/389938,2017-01-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Flyweight"" border=""0"" class=""dLink"">IBF World super flyweight title</a><br><span style=""font-size:10px;"">Rodriguez retires on his stool due to a shoulder injury.</span></td>",http://boxrec.com/show/744223,http://boxrec.com/boxer/506289,RTD,"Cotai Arena, Venetian Resort, Macao",Jerwin Ancajas,Jose Alfredo Rodriguez,W
super middleweight,http://boxrec.com/boxer/497268,2017-01-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Super%20Middleweight"" border=""0"" class=""dLink"">IBF World super middleweight title</a><br><span style=""font-size:10px;"">Jack down in rd. 1 and DeGale down in rd. 12</span></td>",http://boxrec.com/show/741881,http://boxrec.com/boxer/482498,MD,"Barclays Center, Brooklyn, New York",James DeGale,Badou Jack,D
super featherweight,http://boxrec.com/boxer/643387,2017-01-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Featherweight"" border=""0"" class=""dLink"">IBF World super featherweight title</a><br><span style=""font-size:10px;"">Pedraza down in rd 7</span></td>",http://boxrec.com/show/741881,http://boxrec.com/boxer/559909,TKO,"Barclays Center, Brooklyn, New York",Jose Pedraza,Gervonta Davis,L 
super bantamweight,http://boxrec.com/boxer/602118,2016-12-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Bantamweight"" border=""0"" class=""dLink"">IBF World super bantamweight title</a><br></td>",http://boxrec.com/show/740728,http://boxrec.com/boxer/518213,UD,"Shimazu Arena, Kyoto, Kyoto",Yukinori Oguni,Jonathan Guzman,W
light flyweight,http://boxrec.com/boxer/548623,2016-12-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br></td>",http://boxrec.com/show/742476,http://boxrec.com/boxer/296008,TKO,"Ariake Colosseum, Tokyo",Akira Yaegashi,Wittawas Basapean,W
heavyweight,http://boxrec.com/boxer/387871,2016-12-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><span style=""font-size:10px;"">Molina down from a chopping right in the 3rd round.</span></td>",http://boxrec.com/show/739456,http://boxrec.com/boxer/659461,TKO,"Manchester Arena (formerly M.E.N Arena), Manchester, Lancashire",Anthony Joshua,Eric Molina,W
super welterweight,http://boxrec.com/boxer/536011,2016-12-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br><span style=""font-size:10px;"">Williams down once in round two and twice in round five</span></td>",http://boxrec.com/show/741684,http://boxrec.com/boxer/471634,KO,"USC Galen Center, Los Angeles, California",Jermall Charlo,Julian Williams,W
cruiserweight,http://boxrec.com/boxer/583767,2016-12-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Cruiserweight"" border=""0"" class=""dLink"">IBF World cruiserweight title</a><br><span style=""font-size:10px;"">Lebedev KD 0:44 of 5th round</span></td>",http://boxrec.com/show/740238,http://boxrec.com/boxer/34020,SD,"Khodynka Ice Palace, Moscow",Denis Lebedev,Murat Gassiev,L 
super lightweight,http://boxrec.com/boxer/503822,2016-12-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br></td>",http://boxrec.com/show/740238,http://boxrec.com/boxer/519688,KO,"Khodynka Ice Palace, Moscow",Eduard Troyanovsky,Julius Indongo,L 
light flyweight,http://boxrec.com/boxer/548193,2016-11-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">interim IBF World light flyweight title</a><br></td>",http://boxrec.com/show/740573,http://boxrec.com/boxer/331008,UD,"Cebu Coliseum, Cebu City, Cebu",Milan Melindo,Teeraphong Utaida,W
light heavyweight,http://boxrec.com/boxer/505927,2016-11-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBO World light heavyweight title</a><br><span style=""font-size:10px;"">Ward down in round two</span></td>",http://boxrec.com/show/738145,http://boxrec.com/boxer/281958,UD,"T-Mobile Arena, Las Vegas, Nevada",Andre Ward,Sergey Kovalev,W
minimumweight,http://boxrec.com/boxer/391874,2016-11-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Minimumweight"" border=""0"" class=""dLink"">IBF World minimumweight title</a><br><span style=""font-size:10px;"">Jimenez down twice in rd 3 - stopped on the ropes.</span></td>",http://boxrec.com/show/740301,http://boxrec.com/boxer/551036,TKO,"Carpa de la Feria, Ciudad Valles, San Luis Potosí",Jose Argumedo,Jose Antonio Jimenez,W
middleweight,http://boxrec.com/boxer/272717,2016-09-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Fight stopped after Brook's corner threw in the towel<br>Brook sustained a fractured right eye socket.</span></td>",http://boxrec.com/show/736736,http://boxrec.com/boxer/356831,TKO,"O2 Arena (Millenium Dome), Greenwich, London",Gennady Golovkin,Kell Brook,W
bantamweight,http://boxrec.com/boxer/451450,2016-09-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Bantamweight"" border=""0"" class=""dLink"">IBF World bantamweight title</a><br></td>",http://boxrec.com/show/736736,http://boxrec.com/boxer/178678,UD,"O2 Arena (Millenium Dome), Greenwich, London",Lee Haskins,Stuart Hall,W
flyweight,http://boxrec.com/boxer/705606,2016-09-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Flyweight"" border=""0"" class=""dLink"">IBF World flyweight title</a><br><span style=""font-size:10px;"">Edwards down once in Round 10.</span></td>",http://boxrec.com/show/736736,http://boxrec.com/boxer/421916,TKO,"O2 Arena (Millenium Dome), Greenwich, London",John Riel Casimero,Charlie Edwards,W
super lightweight,http://boxrec.com/boxer/544031,2016-09-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><span style=""font-size:10px;"">Keita Obara down 0:54 of round 2.</span></td>",http://boxrec.com/show/736670,http://boxrec.com/boxer/519688,TKO,"Krylia Sovetov, Moscow",Eduard Troyanovsky,Keita Obara,W
lightweight,http://boxrec.com/boxer/563751,2016-09-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Lightweight"" border=""0"" class=""dLink"">vacant IBF World lightweight title</a><br><span style=""font-size:10px;"">Easter down in rd. 8</span></td>",http://boxrec.com/show/737428,http://boxrec.com/boxer/631773,SD,"Santander Arena, Reading, Pennsylvania",Robert Easter Jr,Richard Commey,W
super flyweight,http://boxrec.com/boxer/506289,2016-09-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Flyweight"" border=""0"" class=""dLink"">IBF World super flyweight title</a><br><span style=""font-size:10px;"">Arroyo down once in Round 8.</span></td>",http://boxrec.com/show/739084,http://boxrec.com/boxer/526602,UD,"Jurado Hall of the Philippine Marine Corp, Barangay Fort Bonifac, Taguig City, Metro Manila",McJoe Arroyo,Jerwin Ancajas,L 
super bantamweight,http://boxrec.com/boxer/375910,2016-07-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Bantamweight"" border=""0"" class=""dLink"">vacant IBF World super bantamweight title</a><br></td>",http://boxrec.com/show/734627,http://boxrec.com/boxer/602118,TKO,"EDION Arena Osaka, Osaka, Osaka",Jonathan Guzman,Shingo Wake,W
light heavyweight,http://boxrec.com/boxer/339766,2016-07-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBO World light heavyweight title</a><br><span style=""font-size:10px;"">Isaac Chilemba down 2:27 of round 7.</span></td>",http://boxrec.com/show/732322,http://boxrec.com/boxer/505927,UD,"DIVS, Ekaterinburg",Sergey Kovalev,Isaac Chilemba,W
minimumweight,http://boxrec.com/boxer/629970,2016-07-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Minimumweight"" border=""0"" class=""dLink"">IBF World minimumweight title</a><br></td>",http://boxrec.com/show/736392,http://boxrec.com/boxer/551036,UD,"El Palenque de la Feria, Tepic, Nayarit",Jose Argumedo,Julio Mendoza,W
heavyweight,http://boxrec.com/boxer/629462,2016-06-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><span style=""font-size:10px;"">Breazeale down twice in the 7th round.</span></td>",http://boxrec.com/show/732160,http://boxrec.com/boxer/659461,TKO,"O2 Arena (Millenium Dome), Greenwich, London",Anthony Joshua,Dominic Breazeale,W
lightweight,http://boxrec.com/boxer/306377,2016-06-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Lightweight"" border=""0"" class=""dLink"">IBF World lightweight title</a><br><span style=""font-size:10px;"">Barthélemy down in rd. 2</span></td>",http://boxrec.com/show/732666,http://boxrec.com/boxer/507579,SD,"Seminole Hard Rock Hotel and Casino, Hollywood, Florida",Rances Barthelemy,Mickey Bey,W
flyweight,http://boxrec.com/boxer/421916,2016-05-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Flyweight"" border=""0"" class=""dLink"">IBF World flyweight title</a><br><span style=""font-size:10px;"">Ruenroeng down twice in Round 4.</span></td>",http://boxrec.com/show/730905,http://boxrec.com/boxer/613659,KO,"Diamond Court, Beijing",Amnat Ruenroeng,John Riel Casimero,L 
super welterweight,http://boxrec.com/boxer/328611,2016-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/730840,http://boxrec.com/boxer/471634,UD,"The Cosmopolitan of Las Vegas, Chelsea Ballroom, Las Vegas, Nevada",Jermall Charlo,Austin Trout,W
cruiserweight,http://boxrec.com/boxer/352748,2016-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Cruiserweight"" border=""0"" class=""dLink"">IBF World cruiserweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Cruiserweight"" border=""0"" class=""dLink"">WBA Super World cruiserweight title</a><br><span style=""font-size:10px;"">Victor Emilio Ramírez down 1:18 of round 2.</span></td>",http://boxrec.com/show/729884,http://boxrec.com/boxer/34020,TKO,"Khodynka Ice Palace, Moscow",Denis Lebedev,Victor Emilio Ramirez,W
bantamweight,http://boxrec.com/boxer/523249,2016-05-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Bantamweight"" border=""0"" class=""dLink"">IBF World bantamweight title</a><br></td>",http://boxrec.com/show/730920,http://boxrec.com/boxer/178678,UD,"Ice Arena, Cardiff, Wales",Lee Haskins,Ivan Morales,W
light flyweight,http://boxrec.com/boxer/530981,2016-05-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br></td>",http://boxrec.com/show/730101,http://boxrec.com/boxer/296008,SD,"Ariake Colosseum, Tokyo",Akira Yaegashi,Jose Martin Tecuapetla,W
super middleweight,http://boxrec.com/boxer/419569,2016-04-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Middleweight"" border=""0"" class=""dLink"">IBF World super middleweight title</a><br><span style=""font-size:10px;"">The scorecard of Madfis was incorrectly announced as 115-113</span></td>",http://boxrec.com/show/730850,http://boxrec.com/boxer/482498,UD,"Armory, Washington, District of Columbia",James DeGale,Rogelio Medina,W
middleweight,http://boxrec.com/boxer/488033,2016-04-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Wade down once in rd 1 &amp; twice in rd 2</span></td>",http://boxrec.com/show/726453,http://boxrec.com/boxer/356831,KO,"Forum, Inglewood, California",Gennady Golovkin,Dominic Wade,W
super featherweight,http://boxrec.com/boxer/456375,2016-04-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Featherweight"" border=""0"" class=""dLink"">IBF World super featherweight title</a><br><span style=""font-size:10px;"">Smith down in round nine</span></td>",http://boxrec.com/show/729446,http://boxrec.com/boxer/559909,UD,"Foxwoods Resort, Mashantucket, Connecticut",Jose Pedraza,Stephen Smith,W
heavyweight,http://boxrec.com/boxer/659461,2016-04-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><span style=""font-size:10px;"">Martin down twice in the 2nd round from rights to the head.</span></td>",http://boxrec.com/show/725429,http://boxrec.com/boxer/631078,KO,"O2 Arena (Millenium Dome), Greenwich, London",Charles Martin,Anthony Joshua,L 
featherweight,http://boxrec.com/boxer/288319,2016-04-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Featherweight"" border=""0"" class=""dLink"">IBF World featherweight title</a><br><span style=""font-size:10px;"">Selby down (for the first time in his career) from a right in the 2nd round.<br>Hunter had one point deducted in the 7th for persistent low blows.</span></td>",http://boxrec.com/show/725429,http://boxrec.com/boxer/459640,UD,"O2 Arena (Millenium Dome), Greenwich, London",Lee Selby,Eric Hunter,W
super lightweight,http://boxrec.com/boxer/129817,2016-04-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br><span style=""font-size:10px;"">Cuenca KD 1:47 of 4th round, KD 2:40 of 6th round.</span></td>",http://boxrec.com/show/730328,http://boxrec.com/boxer/519688,TKO,"Krylia Sovetov, Moscow",Eduard Troyanovsky,Cesar Rene Cuenca,W
welterweight,http://boxrec.com/boxer/468925,2016-03-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Welterweight"" border=""0"" class=""dLink"">IBF World welterweight title</a><br><span style=""font-size:10px;"">Bizier down prior to the stoppage.</span></td>",http://boxrec.com/show/727134,http://boxrec.com/boxer/272717,TKO,"Sheffield Arena, Sheffield, Yorkshire",Kell Brook,Kevin Bizier,W
super bantamweight,http://boxrec.com/boxer/391424,2016-02-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Super%20Bantamweight"" border=""0"" class=""dLink"">IBF World super bantamweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBA World super bantamweight title</a><br><span style=""font-size:10px;"">Quigg suffered a broken jaw in the 4th round.</span></td>",http://boxrec.com/show/723403,http://boxrec.com/boxer/499601,SD,"Manchester Arena (formerly M.E.N Arena), Manchester, Lancashire",Carl Frampton,Scott Quigg,W
light heavyweight,http://boxrec.com/boxer/290691,2016-01-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBO World light heavyweight title</a><br></td>",http://boxrec.com/show/722448,http://boxrec.com/boxer/505927,RTD,"Bell Centre, Montreal, Quebec",Sergey Kovalev,Jean Pascal,W
heavyweight,http://boxrec.com/boxer/496178,2016-01-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">vacant IBF World heavyweight title</a><br><span style=""font-size:10px;"">Glazkov down in rd 3 from a right knee injury</span></td>",http://boxrec.com/show/723540,http://boxrec.com/boxer/631078,TKO,"Barclays Center, Brooklyn, New York",Charles Martin,Vyacheslav Glazkov,W
minimumweight,http://boxrec.com/boxer/110049,2015-12-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Minimumweight"" border=""0"" class=""dLink"">IBF World minimumweight title</a><br></td>",http://boxrec.com/show/723613,http://boxrec.com/boxer/551036,TD,"EDION Arena Osaka, Osaka, Osaka",Jose Argumedo,Katsunari Takayama,W
light flyweight,http://boxrec.com/boxer/424271,2015-12-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br></td>",http://boxrec.com/show/722578,http://boxrec.com/boxer/296008,UD,"Ariake Colosseum, Tokyo",Akira Yaegashi,Javier Mendoza,W
