boxerid,boxername,alias,birth name,birth place,born,bouts,date.of.death,age.of.death,debut,division,global ID,height.imp,height.cm,KOs,manager/agent,promoter,ranking,reach.in,reach.cm,residence,role,rounds,stance,titles held,US ID,VADA CBP,KO.percent,boxerid.num
http://boxrec.com/boxer/1002,Michael Olajide,The Silk,NA,"Liverpool, Merseyside, United Kingdom",1963-12-08,32,NA,NA,1981-12-17,middleweight,1002,6.083333333333333,185,59%,NA,NA,NA,77,196,"Vancouver, British Columbia, Canada",Boxer,225,orthodox,NA,004659,NA,0.59,1002
http://boxrec.com/boxer/10035,Alberto Morales,Costenito,NA,NA,NA,42,NA,NA,1969-11-22,flyweight,10035,5.208333333333333,159,21%,NA,NA,NA,NA,NA,"Acapulco, Guerrero, Mexico",Boxer,414,NA,NA,NA,NA,0.21,10035
http://boxrec.com/boxer/10039,Ignacio Espinal,NA,NA,"Santiago de los Caballeros, Dominican Republic",1949-02-01,51,NA,NA,1969-06-16,flyweight,10039,NA,NA,49%,NA,NA,NA,NA,NA,Dominican Republic,Boxer,328,NA,NA,NA,NA,0.49,10039
http://boxrec.com/boxer/10042,Betulio Gonzalez,NA,NA,"La Concepcion, Maracaibo, Venezuela",1949-10-24,92,NA,NA,1968-04-24,flyweight,10042,5.208333333333333,159,57%,NA,NA,NA,66,168,"Maracaibo, Venezuela",Boxer,696,orthodox,NA,NA,NA,0.57,10042
http://boxrec.com/boxer/10047,Shoji Oguma,NA,NA,"Koriyama, Fukushima, Japan",1951-07-22,49,NA,NA,1970-12-26,flyweight,10047,5.291666666666667,161,41%,NA,NA,NA,NA,NA,"Tokyo, Japan",Boxer,382,southpaw,NA,NA,NA,0.41,10047
http://boxrec.com/boxer/10048,Lupe Madera,NA,Jorge Guadalupe Madera Pacheco,"Sotuta, Yucatán, Mexico",1952-12-17,53,2005-12-03,52,1972-01-12,light flyweight,10048,5,152,43%,NA,NA,NA,NA,NA,"Merida, Yucatán, Mexico",Boxer,361,orthodox,NA,NA,NA,0.43,10048
http://boxrec.com/boxer/10049,Jiro Takada,Yuji Oka,NA,"Yokohama, Kanagawa, Japan",1953-01-24,57,NA,NA,1970-01-11,flyweight,10049,5.208333333333333,159,26%,NA,NA,NA,NA,NA,"Yokohama, Kanagawa, Japan",Boxer,397,orthodox,NA,NA,NA,0.26,10049
http://boxrec.com/boxer/10051,Orlando Javierto,NA,NA,NA,NA,13,NA,NA,1974-07-19,bantamweight,10051,NA,NA,23%,NA,NA,NA,NA,NA,NA,Boxer,94,NA,NA,NA,NA,0.23,10051
http://boxrec.com/boxer/10052,Luis Reyes Arnal,NA,NA,Venezuela,NA,21,NA,NA,1974-02-01,flyweight,10052,NA,NA,43%,NA,NA,NA,NA,NA,Venezuela,Boxer,110,NA,NA,NA,NA,0.43,10052
http://boxrec.com/boxer/10053,Kimio Furesawa,NA,NA,"Iwate, Japan",1950-01-09,37,NA,NA,1969-01-09,flyweight,10053,5.333333333333333,162,22%,NA,NA,NA,63,160,"Tokyo, Japan",Boxer,253,orthodox,NA,NA,NA,0.22,10053
http://boxrec.com/boxer/10054,Facomron Vibonchai,TacomronVibonchai,NA,NA,NA,6,NA,NA,1976-08-26,flyweight,10054,NA,NA,33%,NA,NA,NA,NA,NA,NA,Boxer,36,NA,NA,NA,NA,0.33,10054
http://boxrec.com/boxer/10055,Chan-Hee Park,NA,NA,"Busan, South Korea",1957-03-23,23,NA,NA,1977-07-08,flyweight,10055,5.291666666666667,161,26%,NA,NA,NA,NA,NA,"Busan, South Korea",Boxer,211,orthodox,NA,NA,NA,0.26,10055
http://boxrec.com/boxer/10057,Orlando Maldonado,NA,NA,"Bayamon, Puerto Rico",1959-11-21,34,NA,NA,1977-05-06,flyweight,10057,5.333333333333333,163,41%,NA,NA,NA,NA,NA,Puerto Rico,Boxer,201,NA,NA,NA,NA,0.41,10057
http://boxrec.com/boxer/10058,Sung-Jun Kim,NA,NA,"Busan, South Korea",1953-06-03,48,1989-02-03,35,1971-12-28,light flyweight,10058,NA,NA,27%,NA,NA,NA,NA,NA,"Busan, South Korea",Boxer,402,orthodox,NA,NA,NA,0.27,10058
http://boxrec.com/boxer/10059,Gabriel Bernal,NA,Gabriel Bernal Mendoza,"Cruz Grande, Guerrero, Mexico",1956-03-24,60,2014-06-12,58,1974-03-06,flyweight,10059,5.208333333333333,159,47%,NA,NA,NA,68,173,"Mexico City, Distrito Federal, Mexico",Boxer,421,southpaw,NA,NA,NA,0.47,10059
http://boxrec.com/boxer/1006,Tyrell Biggs,NA,NA,"Philadelphia, Pennsylvania, USA",1960-12-22,40,NA,NA,1984-11-15,heavyweight,1006,6.416666666666667,196,50%,NA,NA,NA,80,203,"Newport Beach, California, USA",Boxer,205,orthodox,NA,NA,NA,0.5,1006
http://boxrec.com/boxer/100613,Jaime Barboza,El Indio,Jaime Barboza Jimenez,"Limon, Costa Rica",1978-05-09,30,NA,NA,2003-09-28,super welterweight,100613,5.75,175,30%,NA,NA,"301 / 1,8051 / 2",69.5,177,"San Jose, San Jose, Costa Rica",Boxer,217,orthodox,NA,068470,NA,0.3,100613
http://boxrec.com/boxer/1008,Mai Thomburifarm,NA,NA,NA,NA,19,NA,NA,1986-07-12,minimumweight,1008,NA,NA,42%,NA,NA,NA,NA,NA,NA,Boxer,94,NA,NA,NA,NA,0.42,1008
http://boxrec.com/boxer/1012,Sumbu Kalambay,Patrizio -Ali,NA,"Lubumbashi, Democratic Republic Of The Congo",1956-04-10,64,NA,NA,1980-10-10,middleweight,1012,5.75,175,52%,NA,NA,NA,72,183,"Ancona, Marche, Italy",Boxer,427,orthodox,NA,NA,NA,0.52,1012
http://boxrec.com/boxer/1014,Hyung-Chul Lee,NA,NA,"Gimje, South Korea",1969-12-13,25,NA,NA,1987-10-24,super flyweight,1014,5.458333333333333,167,60%,NA,NA,NA,NA,NA,"Seoul, South Korea",Boxer,124,orthodox,NA,NA,NA,0.6,1014
http://boxrec.com/boxer/10160,Erik Lopez,Bam Bam,Erik López Robles,NA,1975-01-09,37,NA,NA,1992-06-03,super flyweight,10160,NA,NA,38%,NA,NA,NA,NA,NA,"Toluca, México, Mexico",Boxer,229,orthodox,NA,NA,NA,0.38,10160
http://boxrec.com/boxer/10165,Domingo Guillen,El Cachorrito,NA,Dominican Republic,1968-08-03,57,NA,NA,1991-06-15,flyweight,10165,5.416666666666667,165,60%,NA,NA,NA,67,170,"Santo Domingo, Dominican Republic",Boxer,206,orthodox,NA,NA,NA,0.6,10165
http://boxrec.com/boxer/10174,Mike Cappiello,Little Rock,NA,"Brockton, Massachusetts, USA",1961-09-25,39,NA,NA,1986-11-26,super featherweight,10174,NA,NA,33%,NA,NA,NA,NA,NA,"South Easton, Massachusetts, USA",Boxer,216,orthodox,NA,016093,NA,0.33,10174
http://boxrec.com/boxer/1019,Juan Domingo Roldan,Martillo,NA,"Freyre, Cordoba, Argentina",1957-03-06,75,NA,NA,1978-12-08,middleweight,1019,5.666666666666667,173,63%,NA,NA,NA,NA,NA,"Freyre, Cordoba, Argentina",Boxer,445,orthodox,NA,NA,NA,0.63,1019
http://boxrec.com/boxer/102266,Teruo Misawa,NA,NA,"Kumagaya, Saitama, Japan",1978-12-11,27,NA,NA,1998-10-03,minimumweight,102266,5.166666666666667,157,26%,NA,NA,NA,NA,NA,"Tokyo, Japan",Boxer,168,orthodox,NA,NA,NA,0.26,102266
http://boxrec.com/boxer/102501,Alejandro Hernandez,Payasito / Little Clown,José Alejandro Hernández Hernández,"Iztapalapa, Distrito Federal, Mexico",1986-06-16,46,NA,NA,2002-04-06,super bantamweight,102501,5.5,168,35%,NA,NA,"75 / 1,24715 / 264",66,168,"Mexico City, Distrito Federal, Mexico",Boxer,346,orthodox,NA,056712,NA,0.35,102501
http://boxrec.com/boxer/1027,Armando Velasco,Tontin,NA,"Puebla, Mexico",1963-08-09,32,NA,NA,1982-11-11,flyweight,1027,NA,NA,50%,NA,NA,NA,NA,NA,NA,Boxer,195,NA,NA,NA,NA,0.5,1027
http://boxrec.com/boxer/10274,Antonio Gomez,El León de Cumana,NA,"Cumana, Venezuela",1945-09-07,52,NA,NA,1967-02-28,featherweight,10274,5.5,168,38%,NA,NA,NA,67,170,"Cumana, Venezuela",Boxer,386,NA,NA,NA,NA,0.38,10274
http://boxrec.com/boxer/10277,Enrique Jana,NA,NA,"Buenos Aires, Distrito Federal, Argentina",1940-11-23,69,NA,NA,1962-02-09,lightweight,10277,NA,NA,17%,NA,NA,NA,NA,NA,"Sacramento, California, USA",Boxer,616,NA,NA,NA,NA,0.17,10277
http://boxrec.com/boxer/10279,Nicolino Locche,El Intocable,Nicolino Felipe Locche,"Tunuyan, Mendoza, Argentina",1939-09-02,136,2005-09-07,66,1958-12-11,super lightweight,10279,5.5,168,10%,NA,NA,NA,NA,NA,"Buenos Aires, Distrito Federal, Argentina",Boxer,1349,orthodox,NA,NA,NA,0.1,10279
http://boxrec.com/boxer/1028,Rene Arredondo,NA,Rene Luis Arredondo,"Apatzingan, Michoacán de Ocampo, Mexico",1961-06-15,58,NA,NA,1979-11-15,super lightweight,1028,5.916666666666667,180,69%,NA,NA,NA,NA,NA,"Los Angeles, California, USA",Boxer,259,orthodox,NA,NA,NA,0.69,1028
http://boxrec.com/boxer/10282,Alfonso Frazer,Peppermint,Alfonso Gerald Frazer,"Panama City, Panama",1948-01-04,63,NA,NA,1965-04-10,super lightweight,10282,5.666666666666667,173,48%,NA,NA,NA,NA,NA,"Panama City, Panama",Boxer,438,NA,NA,NA,NA,0.48,10282
http://boxrec.com/boxer/10283,Josue Marquez,NA,NA,NA,NA,44,NA,NA,1966-08-20,super lightweight,10283,NA,NA,16%,NA,NA,NA,NA,NA,Puerto Rico,Boxer,363,NA,NA,NA,NA,0.16,10283
http://boxrec.com/boxer/10286,Carlos Maria Gimenez,NA,NA,"Bahia Blanca, Buenos Aires, Argentina",1948-12-10,132,NA,NA,1966-07-22,super lightweight,10286,NA,NA,45%,NA,NA,NA,NA,NA,"Bahia Blanca, Buenos Aires, Argentina",Boxer,938,orthodox,NA,NA,NA,0.45,10286
http://boxrec.com/boxer/10288,Chang-Kil Lee,NA,NA,NA,1949-03-21,30,NA,NA,1970-01-10,super lightweight,10288,NA,NA,43%,NA,NA,NA,NA,NA,"Seoul, South Korea",Boxer,249,NA,NA,NA,NA,0.43,10288
http://boxrec.com/boxer/10289,Pedro Adigue Jr,NA,NA,"Palanas, Masbate, Philippines",1943-12-22,64,NA,NA,1962-02-18,welterweight,10289,NA,NA,23%,NA,NA,NA,NA,NA,"Manila, Metro Manila, Philippines",Boxer,528,orthodox,NA,NA,NA,0.23,10289
http://boxrec.com/boxer/10290,Victor Ortiz,NA,NA,NA,NA,33,NA,NA,1969-01-01,welterweight,10290,NA,NA,33%,NA,NA,NA,NA,NA,Puerto Rico,Boxer,204,NA,NA,NA,NA,0.33,10290
http://boxrec.com/boxer/10291,Shinichi Kadota,Yasuaki Kadota,NA,"Iyo, Ehime, Japan",1949-03-26,49,NA,NA,1967-04-30,lightweight,10291,NA,NA,51%,NA,NA,NA,NA,NA,"Tokyo, Japan",Boxer,328,southpaw,NA,NA,NA,0.51,10291
http://boxrec.com/boxer/10292,Battlehawk Kazama,NA,Kiyoshi Kazama,"Narashino, Chiba, Japan",1950-01-02,30,2004-10-03,54,1974-07-16,lightweight,10292,5.625,171,23%,NA,NA,NA,NA,NA,"Nara, Nara, Japan",Boxer,242,orthodox,NA,NA,NA,0.23,10292
http://boxrec.com/boxer/10296,Adriano Marrero,Nani,NA,NA,NA,48,2012-07-16,61,1973-02-17,super lightweight,10296,NA,NA,8%,NA,NA,NA,NA,NA,"Santo Domingo, Dominican Republic",Boxer,408,NA,NA,NA,NA,0.08,10296
http://boxrec.com/boxer/10298,Tongta Kiatvayupakdi,NA,NA,NA,NA,13,NA,NA,1976-05-26,super lightweight,10298,NA,NA,31%,NA,NA,NA,NA,NA,NA,Boxer,77,southpaw,NA,NA,NA,0.31,10298
http://boxrec.com/boxer/10299,Norman Sekgapane,Pangaman,NA,"Koster, North-West, South Africa",1948-03-02,70,NA,NA,1970-04-04,lightweight,10299,NA,NA,31%,NA,NA,NA,NA,NA,"Rustenburg, North-West, South Africa",Boxer,517,orthodox,NA,NA,NA,0.31,10299
http://boxrec.com/boxer/10300,Miguel Montilla,NA,NA,"Neiba, Dominican Republic",1952-07-14,50,NA,NA,1972-02-19,super lightweight,10300,5.583333333333333,170,56%,NA,NA,NA,NA,NA,"Santo Domingo, Dominican Republic",Boxer,315,NA,NA,NA,NA,0.56,10300
http://boxrec.com/boxer/10301,Kwang Min Kim,NA,NA,"Gokseong, South Korea",1955-11-21,27,NA,NA,1976-11-06,lightweight,10301,5.5,168,26%,NA,NA,NA,NA,NA,"Seoul, South Korea",Boxer,225,orthodox,NA,NA,NA,0.26,10301
http://boxrec.com/boxer/10302,Lennox Blackmoore,NA,NA,NA,1950-07-10,30,NA,NA,1974-01-27,lightweight,10302,5.791666666666667,177,47%,NA,NA,NA,75,191,"Georgetown, Guyana",Boxer,252,orthodox,NA,NA,NA,0.47,10302
http://boxrec.com/boxer/103256,Suriyan Satorn,Kompayak Porpramook,Suriyan Satorn,"Lam Plai Mat, Thailand",1982-06-18,63,NA,NA,2000-01-01,light flyweight,103256,5.041666666666667,154,63%,NA,NA,17 / 4642 / 23,NA,NA,"Buriram, Thailand",Boxer,299,orthodox,NA,NA,NA,0.63,103256
http://boxrec.com/boxer/1037,In Chul Baek,NA,NA,"Goheung, South Korea",1961-12-20,50,NA,NA,1980-05-09,middleweight,1037,5.791666666666667,177,86%,NA,NA,NA,72,183,"Seoul, South Korea",Boxer,255,orthodox,NA,NA,NA,0.86,1037
http://boxrec.com/boxer/10379,Kaaj Chartbandit,Pornchai Techasinchai/Hadao CP,NA,"Bangkok, Thailand",1967-07-13,52,NA,NA,1987-09-09,light flyweight,10379,NA,NA,21%,NA,NA,NA,NA,NA,"Bangkok, Thailand",Boxer,335,NA,NA,NA,NA,0.21,10379
http://boxrec.com/boxer/1038,Rufino Angulo,NA,NA,"Floirac, Gironde, France",1956-03-15,45,NA,NA,1978-11-24,light heavyweight,1038,NA,NA,31%,NA,NA,NA,NA,NA,"Floirac, Gironde, France",Boxer,294,NA,NA,NA,NA,0.31,1038
http://boxrec.com/boxer/1044,Eddie Davis,Wildcat,NA,"Dillon, South Carolina, USA",1951-10-04,41,NA,NA,1975-09-12,light heavyweight,1044,5.833333333333333,178,49%,NA,NA,NA,NA,NA,"Hempstead, New York, USA",Boxer,258,orthodox,NA,NA,NA,0.49,1044
http://boxrec.com/boxer/1048,Julio Gervacio,NA,NA,"La Romana, Dominican Republic",1967-10-17,40,NA,NA,1985-12-21,super bantamweight,1048,NA,NA,58%,NA,NA,NA,NA,NA,"San Juan, Puerto Rico",Boxer,224,NA,NA,NA,NA,0.58,1048
http://boxrec.com/boxer/1053,Chisanda Mutti,NA,NA,"Lusaka, Zambia",1957-02-14,37,NA,38,1978-09-30,light heavyweight,1053,NA,NA,54%,NA,NA,NA,NA,NA,"Düsseldorf, Nordrhein-Westfalen, Germany",Boxer,280,orthodox,NA,NA,NA,0.54,1053
http://boxrec.com/boxer/1055,Eamonn Loughran,NA,NA,"Ballymena, Northern Ireland, United Kingdom",1970-06-05,30,NA,NA,1987-12-07,welterweight,1055,5.75,175,43%,NA,NA,NA,NA,NA,"Ballymena, Northern Ireland, United Kingdom",Boxer,141,orthodox,NA,NA,NA,0.43,1055
http://boxrec.com/boxer/105684,Tommy Browne,The Titan,Tom Browne,"Camden, New South Wales, Australia",1983-03-24,42,NA,NA,2002-03-15,super welterweight,105684,5.916666666666667,180,31%,NA,NA,"119 / 1,8054 / 45",75,190,"Campbelltown, Sydney, New South Wales, Australia",Boxer,269,orthodox,NA,NA,NA,0.31,105684
http://boxrec.com/boxer/105935,Hozumi Hasegawa,NA,長谷川穂積,"Nishiwaki, Hyogo, Japan",1980-12-26,41,NA,NA,1999-11-22,bantamweight,105935,5.5,168,39%,NA,NA,NA,67.5,171,"Kobe, Hyogo, Japan",Boxer,286,southpaw,NA,NA,enrolled,0.39,105935
http://boxrec.com/boxer/1063,Jorge Alvarado,Batman,Jorge Enrique Alvarado Mendieta,NA,1961-03-29,24,NA,NA,1979-05-05,super featherweight,1063,5.75,175,42%,NA,NA,NA,NA,NA,"Panama City, Panama",Boxer,155,orthodox,NA,NA,NA,0.42,1063
http://boxrec.com/boxer/1069,Merqui Sosa,El Corombo,NA,"San Pedro de Macoris, Dominican Republic",1965-11-09,45,NA,NA,1987-12-17,super middleweight,1069,6.125,187,60%,NA,NA,NA,74,188,"Brooklyn, New York, USA",Boxer,264,orthodox,NA,018266,NA,0.6,1069
http://boxrec.com/boxer/107090,Jasper Seroka,NA,NA,"Namkgale, Limpopo, South Africa",NA,33,NA,NA,2002-04-19,super featherweight,107090,NA,NA,36%,NA,NA,"198 / 1,4456 / 26",NA,NA,"Phalaborwa, Limpopo, South Africa",Boxer,221,NA,NA,NA,NA,0.36,107090
http://boxrec.com/boxer/107607,Al Seeger,The Quiet Storm,NA,"Savannah, Georgia, USA",1980-01-23,33,NA,NA,2002-04-27,super bantamweight,107607,5.666666666666667,173,67%,NA,NA,NA,NA,NA,"Savannah, Georgia, USA",Boxer,167,orthodox,NA,064651,NA,0.67,107607
http://boxrec.com/boxer/1077,Ismael Negron,The Mongoose,Ismael Vega Negron,"Ponce, Puerto Rico",1966-04-26,28,NA,NA,1984-10-20,middleweight,1077,NA,NA,36%,NA,NA,NA,NA,NA,"Newark, New Jersey, USA",Boxer,152,orthodox,NA,NA,NA,0.36,1077
http://boxrec.com/boxer/107795,Nkosinathi Joyi,Mabere,NA,"Mdantsane, Eastern Cape, South Africa",1983-05-21,32,NA,NA,2002-04-28,minimumweight,107795,5.5,168,56%,NA,NA,13 / 3022 / 38,67.5,172,"Mdantsane, Eastern Cape, South Africa",Boxer,172,southpaw,NA,NA,NA,0.56,107795
http://boxrec.com/boxer/107912,Jairo Tagliaferro,Piraña,NA,"Maracay, Venezuela",1977-03-26,15,NA,NA,2000-06-18,super bantamweight,107912,5.625,171,60%,NA,NA,NA,69,175,"Turmero, Venezuela",Boxer,73,orthodox,NA,NA,NA,0.6,107912
http://boxrec.com/boxer/10830,Antonio Ortiz,Toni,Antonio Ortiz Jalón,"Fuenteobejuna, Andalucía, Spain",1944-11-15,80,2013-11-05,68,1965-08-13,super lightweight,10830,NA,NA,33%,NA,NA,NA,NA,NA,"Cordoba, Andalucía, Spain",Boxer,588,NA,NA,NA,NA,0.33,10830
http://boxrec.com/boxer/108440,Jimrex Jaca,Executioner,Jemuel Buena Divuno,"Dumaguete City, Negros Oriental, Philippines",1983-06-16,52,NA,NA,2000-06-04,super lightweight,108440,5.583333333333333,170,42%,NA,NA,NA,NA,NA,"Cebu City, Cebu, Philippines",Boxer,306,southpaw,NA,060325,NA,0.42,108440
http://boxrec.com/boxer/10857,Eddie Cotton,Gun,NA,"Muskogee, Oklahoma, USA",1926-06-15,81,1990-06-24,64,1947-04-01,light heavyweight,10857,6,183,41%,NA,NA,NA,NA,NA,"Seattle, Washington, USA",Boxer,610,orthodox,NA,NA,NA,0.41,10857
http://boxrec.com/boxer/108595,Jose Nieves,Miau,NA,"Manati, Puerto Rico",1980-08-20,28,NA,NA,2001-06-22,bantamweight,108595,5.458333333333333,167,39%,NA,NA,NA,66,168,"Carolina, Puerto Rico",Boxer,152,southpaw,NA,061651,NA,0.39,108595
http://boxrec.com/boxer/1086,Bong-Jun Kim,Sleeping Boy,NA,South Korea,1964-05-13,37,NA,NA,1983-07-23,minimumweight,1086,5.375,164,27%,NA,NA,NA,NA,NA,South Korea,Boxer,236,orthodox,NA,NA,NA,0.27,1086
http://boxrec.com/boxer/108609,Angky Angkotta,Time Bomb,Franky Angkotta,"Ambon, Indonesia",1981-10-26,43,NA,NA,2001-01-09,super bantamweight,108609,5.333333333333333,162,33%,NA,NA,"365 / 1,2477 / 23",72,183,"Jakarta, Indonesia",Boxer,303,orthodox,NA,NA,NA,0.33,108609
http://boxrec.com/boxer/10862,Roger Rouse,NA,NA,"Anaconda, Montana, USA",1934-06-03,66,1999-03-07,64,1958-04-09,light heavyweight,10862,5.916666666666667,180,29%,NA,NA,NA,73.5,187,"Opportunity, Montana, USA",Boxer,493,NA,NA,NA,NA,0.29,10862
http://boxrec.com/boxer/10863,Andy Kendall,Scappoose Express,Andrew Pierce,"Burns, Oregon, USA",1938-09-05,69,2015-01-31,76,1962-08-03,light heavyweight,10863,5.833333333333333,178,29%,NA,NA,NA,NA,NA,"Portland, Oregon, USA",Boxer,545,orthodox,NA,NA,NA,0.29,10863
http://boxrec.com/boxer/10865,Mark Tessman,NA,Mark Allen Tessman,"Houston, Texas, USA",1946-11-18,36,2016-11-22,70,1966-04-01,light heavyweight,10865,NA,NA,25%,NA,NA,NA,NA,NA,"Houston, Texas, USA",Boxer,280,NA,NA,NA,NA,0.25,10865
http://boxrec.com/boxer/10866,Hal Carroll,TNT,Horace Carroll,"Greenwood, South Carolina, USA",1941-01-05,42,NA,NA,1964-02-01,light heavyweight,10866,NA,NA,24%,NA,NA,NA,NA,NA,"Syracuse, New York, USA",Boxer,336,NA,NA,NA,NA,0.24,10866
http://boxrec.com/boxer/10867,Ray Anderson,Sugar Ray The Magnificent,NA,"Anniston, Alabama, USA",1944-08-31,59,NA,NA,1965-07-14,light heavyweight,10867,NA,NA,34%,NA,NA,NA,NA,NA,"Akron, Ohio, USA",Boxer,365,NA,NA,NA,NA,0.34,10867
http://boxrec.com/boxer/10869,Tommy Hicks,NA,NA,"Lockport, New York, USA",1944-06-27,33,NA,NA,1967-08-24,light heavyweight,10869,NA,NA,30%,NA,NA,NA,NA,NA,"Lockport, New York, USA",Boxer,218,NA,NA,NA,NA,0.3,10869
http://boxrec.com/boxer/10870,Brian Kelly,NA,Kelly Dee Burden,"Cushing, Oklahoma, USA",1938-03-21,57,2016-08-31,78,1962-10-23,middleweight,10870,5.833333333333333,178,46%,NA,NA,NA,72,183,"Oklahoma City, Oklahoma, USA",Boxer  Referee  ,362,orthodox,NA,NA,NA,0.46,10870
http://boxrec.com/boxer/10872,Mike Quarry,NA,Michael Wayne Quarry,"Bakersfield, California, USA",1951-03-04,81,2006-06-11,55,1969-04-18,light heavyweight,10872,5.916666666666667,180,20%,NA,NA,NA,NA,NA,"Anaheim, California, USA",Boxer,676,orthodox,NA,NA,NA,0.2,10872
http://boxrec.com/boxer/10873,Chris Finnegan,NA,NA,NA,1944-06-05,37,2009-03-02,64,1968-12-09,light heavyweight,10873,NA,NA,43%,NA,NA,NA,NA,NA,"Iver Heath, Buckinghamshire, United Kingdom",Boxer,323,southpaw,NA,NA,NA,0.43,10873
http://boxrec.com/boxer/10881,Eddie Machen,NA,Edward Mills Machen,"Redding, California, USA",1932-07-15,64,1972-08-08,40,1955-03-22,heavyweight,10881,6,183,45%,NA,NA,NA,75,191,"San Francisco, California, USA",Boxer,497,orthodox,NA,NA,NA,0.45,10881
http://boxrec.com/boxer/108843,Manuel Vargas,Chango,Manuel Magdaleno Vargas,"Lagos de Moreno, Jalisco, Mexico",1981-03-29,45,NA,NA,2000-03-25,light flyweight,108843,5.5,168,38%,NA,NA,NA,63,160,"Lagos de Moreno, Jalisco, Mexico",Boxer,303,orthodox,NA,013492,NA,0.38,108843
http://boxrec.com/boxer/10886,Terry Daniels,TX,NA,NA,1946-05-01,66,NA,NA,1969-02-10,heavyweight,10886,6.125,187,42%,NA,NA,NA,NA,NA,"Beaumont, Texas, USA",Boxer,398,orthodox,NA,NA,NA,0.42,10886
http://boxrec.com/boxer/1090,Takuya Muguruma,Endless Fighter,NA,"Osaka, Osaka, Japan",1961-01-16,31,NA,NA,1981-04-09,bantamweight,1090,5.458333333333333,166,65%,NA,NA,NA,NA,NA,"Osaka, Osaka, Japan",Boxer,164,orthodox,NA,NA,NA,0.65,1090
http://boxrec.com/boxer/10923,Joey Giardello,NA,Carmine Tilelli,"Brooklyn, New York, USA",1930-07-16,133,2008-09-04,78,1948-10-10,middleweight,10923,5.833333333333333,178,23%,NA,NA,NA,NA,NA,"Philadelphia, Pennsylvania, USA",Boxer,1052,orthodox,NA,NA,NA,0.23,10923
http://boxrec.com/boxer/109237,Efren Pinto,Date Pinto,NA,"Puebla, Puebla, Mexico",1961-11-19,30,NA,NA,1980-03-29,light flyweight,109237,NA,NA,20%,NA,NA,NA,NA,NA,"Puebla, Puebla, Mexico",Boxer,221,orthodox,NA,NA,NA,0.2,109237
http://boxrec.com/boxer/1094,Mike Hunter,The Bounty Hunter,NA,NA,1959-09-14,36,2006-02-08,46,1985-12-14,heavyweight,1094,NA,NA,22%,NA,NA,NA,NA,NA,"Greenville, South Carolina, USA",Boxer,261,orthodox,NA,013898,NA,0.22,1094
http://boxrec.com/boxer/10940,Luis Ibanez,NA,Luis Ibáñez,"Lima, Peru",1957-07-28,30,NA,NA,1974-01-24,super flyweight,10940,5.5,168,53%,NA,NA,NA,NA,NA,"Lima, Peru",Boxer,191,orthodox,NA,NA,NA,0.53,10940
http://boxrec.com/boxer/10943,Rafael Orono,Pantono,Jesus Rafael Orono,"Pantono, Sucre, Venezuela",1958-08-30,41,NA,NA,1979-02-18,super flyweight,10943,5.625,171,39%,NA,NA,NA,68,173,"Caracas, Venezuela",Boxer,308,orthodox,NA,NA,NA,0.39,10943
http://boxrec.com/boxer/10945,Elly Pical,The Exocet,Ellyas Pical,"Saparua, Indonesia",1960-03-24,26,NA,NA,1982-12-10,super flyweight,10945,NA,NA,42%,NA,NA,NA,NA,NA,"Jakarta, Indonesia",Boxer,217,southpaw,NA,NA,NA,0.42,10945
http://boxrec.com/boxer/10946,Kongtoranee Payakaroon,ChartchaiTiptamai,NA,"Chachoengsao, Thailand",1960-07-12,14,NA,NA,1985-02-08,super flyweight,10946,NA,NA,64%,NA,NA,NA,NA,NA,"Chonburi, Thailand",Boxer,93,NA,NA,NA,NA,0.64,10946
http://boxrec.com/boxer/10948,Kenji Matsumura,Kenichi Matsumura,NA,"Takasago, Hyogo, Japan",1960-02-15,20,NA,NA,1985-07-23,flyweight,10948,NA,NA,40%,NA,NA,NA,NA,NA,"Kakogawa, Hyogo, Japan",Boxer,150,orthodox,NA,NA,NA,0.4,10948
http://boxrec.com/boxer/10949,Alberto Castro,NA,NA,Colombia,1963-04-20,32,NA,NA,1982-11-05,flyweight,10949,NA,NA,59%,NA,NA,NA,NA,NA,"San Bernardo, Colombia",Boxer,217,orthodox,NA,NA,NA,0.59,10949
http://boxrec.com/boxer/10951,Shunichi Nakajima,NA,NA,"Hitachi, Ibaragi, Japan",1961-02-03,30,NA,NA,1984-06-12,super flyweight,10951,NA,NA,43%,NA,NA,NA,NA,NA,"Tokyo, Japan",Boxer,220,orthodox,NA,NA,NA,0.43,10951
http://boxrec.com/boxer/10952,Ernesto Ford,NA,Ernesto Rodolfo Ford,"Colon, Panama",1965-11-06,27,NA,NA,1984-03-01,super flyweight,10952,NA,NA,59%,NA,NA,NA,NA,NA,"Colon, Panama",Boxer,160,orthodox,NA,NA,NA,0.59,10952
http://boxrec.com/boxer/1097,Verno Phillips,NA,Verno Jeremias Phillips,"Belize City, Belize",1969-11-29,55,NA,NA,1988-01-23,super welterweight,1097,5.625,171,38%,NA,NA,NA,69,175,"Denver, Colorado, USA",Boxer,423,orthodox,NA,018792,NA,0.38,1097
http://boxrec.com/boxer/110,Gregorio Peralta,Goyo,Gregorio Manuel Peralta,"San Juan, San Juan, Argentina",1935-05-08,116,2001-10-03,66,1958-04-05,heavyweight,110,6,183,52%,NA,NA,NA,77,196,"Rosario, Santa Fe, Argentina",Boxer,803,orthodox,NA,NA,NA,0.52,110
