division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
lightweight,http://boxrec.com/boxer/4968,2000-09-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br><span style=""font-size:10px;"">Johnston was originally declared the winner by Majority decision.<br>Several minutes later it was discovered that Judge Ken Morita's scorecard (originally 115-114 Johnston) had been added incorrectly and should have read 114-114, thus allowing Castillo to retain his title.<br>Castillo was notified when Johnston showed up at his dressing room to give back the belt.</span></td>",http://boxrec.com/show/20165,http://boxrec.com/boxer/8837,MD,"Pepsi Center, Denver, Colorado",Jose Luis Castillo,Stevie Johnston,D
light heavyweight,http://boxrec.com/boxer/7759,2000-09-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/19512,http://boxrec.com/boxer/774820,RTD,"New Orleans Arena, New Orleans, Louisiana",Roy Jones Jr,Eric Harding,W
super bantamweight,http://boxrec.com/boxer/14186,2000-09-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">vacant WBC World super bantamweight title</a><br><span style=""font-size:10px;"">Brodie down in 10th. Title had been vacated by Erik Morales</span></td>",http://boxrec.com/show/19513,http://boxrec.com/boxer/17131,MD,"Bowlers Exhibition Centre, Manchester, Lancashire",Willie Jorrin,Michael Brodie,W
featherweight,http://boxrec.com/boxer/1362,2000-09-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">interim WBC World featherweight title</a><br></td>",http://boxrec.com/show/19408,http://boxrec.com/boxer/5065,TKO,"Don Haskins Convention Center, El Paso, Texas",Erik Morales,Kevin Kelley,W
super middleweight,http://boxrec.com/boxer/7710,2000-09-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/306925,http://boxrec.com/boxer/472,KO,"Carnival City, Brakpan, Gauteng",Dingaan Thobela,Glenn Catley,W
super flyweight,http://boxrec.com/boxer/4474,2000-08-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br><span style=""font-size:10px;"">Tokuyama becomes the first North Korean to win a world title.</span></td>",http://boxrec.com/show/19269,http://boxrec.com/boxer/7788,UD,"Prefectural Gymnasium, Osaka, Osaka",Masamori Tokuyama,In-Joo Cho,W
flyweight,http://boxrec.com/boxer/17106,2000-08-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Tunacao had points deducted in the 6th and 9th rounds for head-butts.</span></td>",http://boxrec.com/show/19503,http://boxrec.com/boxer/15461,SD,"Kokugikan, Tokyo",Malcolm Tunacao,Celes Kobayashi,D
super lightweight,http://boxrec.com/boxer/8119,2000-07-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/17588,http://boxrec.com/boxer/4388,TKO,"Veteran's Memorial Coliseum, Phoenix, Arizona",Kostya Tszyu,Julio Cesar Chavez,W
super welterweight,http://boxrec.com/boxer/3905,2000-07-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/17545,http://boxrec.com/boxer/1308,UD,"Plaza de Toros La Cubierta, Leganes, Comunidad de Madrid",Javier Castillejo,Tony Marshall,W
heavyweight,http://boxrec.com/boxer/3307,2000-07-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/17203,http://boxrec.com/boxer/1853,TKO,"London Arena, Millwall, London",Lennox Lewis,Frans Botha,W
minimumweight,http://boxrec.com/boxer/8706,2000-07-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/17173,http://boxrec.com/boxer/14662,KO,"Palenque de Gallos, Villahermosa, Tabasco",Jose Antonio Aguirre,Jose Luis Zepeda,W
bantamweight,http://boxrec.com/boxer/14023,2000-06-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/8617,http://boxrec.com/boxer/6077,UD,"City Sogo Gym, Takasago, Hyogo",Veeraphol Sahaprom,Toshiaki Nishioka,W
featherweight,http://boxrec.com/boxer/14380,2000-06-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/17055,http://boxrec.com/boxer/4754,UD,"Polyforum Zam Ná, Merida, Yucatán",Guty Espadas Jr,Wethya Sakmuangklang,W
welterweight,http://boxrec.com/boxer/8253,2000-06-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br><a href=""http://boxrec.com/title/IBA?division=Welterweight"" border=""0"" class=""dLink"">International Boxing Association welterweight title</a><br></td>",http://boxrec.com/show/17150,http://boxrec.com/boxer/4952,SD,"Staples Center, Los Angeles, California",Shane Mosley,Oscar De La Hoya,W
lightweight,http://boxrec.com/boxer/4968,2000-06-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br><span style=""font-size:10px;""><b>2000 Upset of the Year - Ring Magazine</b></span></td>",http://boxrec.com/show/17099,http://boxrec.com/boxer/8837,MD,"Bicycle Club, Bell Gardens, California",Jose Luis Castillo,Stevie Johnston,W
light flyweight,http://boxrec.com/boxer/15137,2000-06-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/522655,http://boxrec.com/boxer/5228,KO,"Olympic Park Gymnasium, Seoul",Yo Sam Choi,Chart Kiatpetch,W
flyweight,http://boxrec.com/boxer/7133,2000-05-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/17481,http://boxrec.com/boxer/15461,TKO,"Srimnang Outdoor Arena, Udon Thani",Malcolm Tunacao,Medgoen Singsurat,W
super flyweight,http://boxrec.com/boxer/9119,2000-05-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/10039,http://boxrec.com/boxer/4474,UD,"Sheraton Walker Hill Hotel, Seoul",In-Joo Cho,Julio Cesar Avila,W
light heavyweight,http://boxrec.com/boxer/5174,2000-05-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br></td>",http://boxrec.com/show/10259,http://boxrec.com/boxer/774820,TKO,"Conseco Fieldhouse, Indianapolis, Indiana",Roy Jones Jr,Richard Hall,W
super middleweight,http://boxrec.com/boxer/7045,2000-05-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/9986,http://boxrec.com/boxer/7710,TKO,"Ballsporthalle, Frankfurt, Hessen",Glenn Catley,Markus Beyer,W
cruiserweight,http://boxrec.com/boxer/5606,2000-05-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/9985,http://boxrec.com/boxer/8267,KO,"Swissotel, Neuss, Nordrhein-Westfalen",Juan Carlos Gomez,Imamu Mayfield,W
heavyweight,http://boxrec.com/boxer/5847,2000-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/9958,http://boxrec.com/boxer/1853,KO,"Madison Square Garden, New York, New York",Lennox Lewis,Michael Grant,W
middleweight,http://boxrec.com/boxer/8927,2000-04-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br></td>",http://boxrec.com/show/17328,http://boxrec.com/boxer/2046,TKO,"Wembley Arena, Wembley, London",Keith Holmes,Robert McCracken,W
featherweight,http://boxrec.com/boxer/460,2000-04-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">vacant WBC World featherweight title</a><br><span style=""font-size:10px;"">Fight stopped after accidental head-butt.</span></td>",http://boxrec.com/show/16694,http://boxrec.com/boxer/4754,TD,"Polyforum Zam Ná, Merida, Yucatán",Guty Espadas Jr,Luisito Espinosa,W
super featherweight,http://boxrec.com/boxer/1208,2000-03-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/16683,http://boxrec.com/boxer/352,UD,"MGM Grand, Las Vegas, Nevada",Floyd Mayweather Jr,Gregorio Vargas,W
lightweight,http://boxrec.com/boxer/4854,2000-03-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/16798,http://boxrec.com/boxer/4968,TKO,"Magness Arena, Denver, Colorado",Stevie Johnston,Julio Alvarez,W
bantamweight,http://boxrec.com/boxer/6077,2000-03-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/76982,http://boxrec.com/boxer/4442,UD,"Municipal Stadium, Aranyaprateit",Adan Vargas,Veeraphol Sahaprom,L 
cruiserweight,http://boxrec.com/boxer/7716,2000-03-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/23801,http://boxrec.com/boxer/8267,TKO,"Hansehalle, Luebeck, Schleswig-Holstein",Juan Carlos Gomez,Mohamed Siluvangi,W
flyweight,http://boxrec.com/boxer/19106,2000-02-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/46742,http://boxrec.com/boxer/7133,UD,"Mahachai Villa Arena, Samut Sakhon",Medgoen Singsurat,Masaki Kawabata,W
super bantamweight,http://boxrec.com/boxer/8010,2000-02-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBO World super bantamweight title</a><br></td>",http://boxrec.com/show/16593,http://boxrec.com/boxer/5065,SD,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Erik Morales,Marco Antonio Barrera,W
super lightweight,http://boxrec.com/boxer/7504,2000-02-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br><span style=""font-size:10px;"">Santos down twice in the 8th</span></td>",http://boxrec.com/show/17501,http://boxrec.com/boxer/4388,TKO,"Mohegan Sun Casino, Uncasville, Connecticut",Kostya Tszyu,Ahmed Santos,W
minimumweight,http://boxrec.com/boxer/8099,2000-02-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/118348,http://boxrec.com/boxer/14662,MD,"Mahachai Villa Arena, Samut Sakhon",Jose Antonio Aguirre,Wandee Singwancha,W
super middleweight,http://boxrec.com/boxer/19310,2000-01-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/17002,http://boxrec.com/boxer/7045,KO,"Sachsen Arena, Riesa, Sachsen",Markus Beyer,Leif Keiski,W
light heavyweight,http://boxrec.com/boxer/3750,2000-01-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBA?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br></td>",http://boxrec.com/show/16734,http://boxrec.com/boxer/774820,UD,"Radio City Music Hall, New York, New York",Roy Jones Jr,David Telesco,W
super flyweight,http://boxrec.com/boxer/1782,2000-01-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/16729,http://boxrec.com/boxer/4474,SD,"Sheraton Walker Hill Hotel, Seoul",In-Joo Cho,Gerry Penalosa,W
super welterweight,http://boxrec.com/boxer/7997,1999-12-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><span style=""font-size:10px;"">The referee stops the fight after advise from the doctor; Rask cut.</span></td>",http://boxrec.com/show/8907,http://boxrec.com/boxer/1308,TKO,"Plaza de Toros La Cubierta, Leganes, Comunidad de Madrid",Javier Castillejo,Michael Rask,W
