boxerid,attributevalue,boxername,attributetype
http://boxrec.com/boxer/33535,Boxer,Miguel Cotto,role
http://boxrec.com/boxer/33535,45,Miguel Cotto,bouts
http://boxrec.com/boxer/33535,321,Miguel Cotto,rounds
http://boxrec.com/boxer/33535,73%,Miguel Cotto,KOs
http://boxrec.com/boxer/33535,33535,Miguel Cotto,global ID
http://boxrec.com/boxer/33535,060444,Miguel Cotto,US ID
http://boxrec.com/boxer/33535,Miguel Angel Cotto,Miguel Cotto,birth name
http://boxrec.com/boxer/33535,Junito,Miguel Cotto,alias
http://boxrec.com/boxer/33535,1980-10-29,Miguel Cotto,born
http://boxrec.com/boxer/33535,2001-02-23,Miguel Cotto,debut
http://boxrec.com/boxer/33535,super welterweight,Miguel Cotto,division
http://boxrec.com/boxer/33535,orthodox,Miguel Cotto,stance
http://boxrec.com/boxer/33535,5′ 7″   /   170cm,Miguel Cotto,height
http://boxrec.com/boxer/33535,67″   /   170cm,Miguel Cotto,reach
http://boxrec.com/boxer/33535,"Caguas, Puerto Rico",Miguel Cotto,residence
http://boxrec.com/boxer/33535,"Providence, Rhode Island, USA",Miguel Cotto,birth place
http://boxrec.com/boxer/482499,Boxer,Billy Joe Saunders,role
http://boxrec.com/boxer/482499,"4 / 1,5301 / 100",Billy Joe Saunders,ranking
http://boxrec.com/boxer/482499,24,Billy Joe Saunders,bouts
http://boxrec.com/boxer/482499,151,Billy Joe Saunders,rounds
http://boxrec.com/boxer/482499,50%,Billy Joe Saunders,KOs
http://boxrec.com/boxer/482499,482499,Billy Joe Saunders,global ID
http://boxrec.com/boxer/482499,'Superb',Billy Joe Saunders,alias
http://boxrec.com/boxer/482499,1989-08-30 / age 27,Billy Joe Saunders,born
http://boxrec.com/boxer/482499,2009-02-28,Billy Joe Saunders,debut
http://boxrec.com/boxer/482499,middleweight,Billy Joe Saunders,division
http://boxrec.com/boxer/482499,southpaw,Billy Joe Saunders,stance
http://boxrec.com/boxer/482499,5′ 11″   /   180cm,Billy Joe Saunders,height
http://boxrec.com/boxer/482499,"Hatfield, Hertfordshire, United Kingdom",Billy Joe Saunders,residence
http://boxrec.com/boxer/482499,"Welwyn Garden City, Hertfordshire, United Kingdom",Billy Joe Saunders,birth place
http://boxrec.com/boxer/6129,Boxer  Promoter  ,Manny Pacquiao,role
http://boxrec.com/boxer/6129,"1 / 2,2281 / 30",Manny Pacquiao,ranking
http://boxrec.com/boxer/6129,67,Manny Pacquiao,bouts
http://boxrec.com/boxer/6129,443,Manny Pacquiao,rounds
http://boxrec.com/boxer/6129,57%,Manny Pacquiao,KOs
http://boxrec.com/boxer/6129,6129,Manny Pacquiao,global ID
http://boxrec.com/boxer/6129,015582,Manny Pacquiao,US ID
http://boxrec.com/boxer/6129,Emmanuel Dapidran Pacquiao,Manny Pacquiao,birth name
http://boxrec.com/boxer/6129,Pac Man,Manny Pacquiao,alias
http://boxrec.com/boxer/6129,1978-12-17 / age 38,Manny Pacquiao,born
http://boxrec.com/boxer/6129,1995-01-22,Manny Pacquiao,debut
http://boxrec.com/boxer/6129,welterweight,Manny Pacquiao,division
http://boxrec.com/boxer/6129,southpaw,Manny Pacquiao,stance
http://boxrec.com/boxer/6129,5′ 5½″   /   166cm,Manny Pacquiao,height
http://boxrec.com/boxer/6129,67″   /   170cm,Manny Pacquiao,reach
http://boxrec.com/boxer/6129,"General Santos City, Cotabato del Sur, Philippines",Manny Pacquiao,residence
http://boxrec.com/boxer/6129,"Kibawe, Bukidnon, Philippines",Manny Pacquiao,birth place
http://boxrec.com/boxer/281958,Boxer,Andre Ward,role
http://boxrec.com/boxer/281958,"1 / 1,0881 / 167",Andre Ward,ranking
http://boxrec.com/boxer/281958,31,Andre Ward,bouts
http://boxrec.com/boxer/281958,230,Andre Ward,rounds
http://boxrec.com/boxer/281958,48%,Andre Ward,KOs
http://boxrec.com/boxer/281958,281958,Andre Ward,global ID
http://boxrec.com/boxer/281958,071631,Andre Ward,US ID
http://boxrec.com/boxer/281958,WBA Super World Super Middleweight,Andre Ward,titles held
http://boxrec.com/boxer/281958,Andre Michael Ward,Andre Ward,birth name
http://boxrec.com/boxer/281958,S.O.G.,Andre Ward,alias
http://boxrec.com/boxer/281958,1984-02-23 / age 33,Andre Ward,born
http://boxrec.com/boxer/281958,2004-12-18,Andre Ward,debut
http://boxrec.com/boxer/281958,light heavyweight,Andre Ward,division
http://boxrec.com/boxer/281958,orthodox,Andre Ward,stance
http://boxrec.com/boxer/281958,6′ 0″   /   183cm,Andre Ward,height
http://boxrec.com/boxer/281958,71″   /   180cm,Andre Ward,reach
http://boxrec.com/boxer/281958,"Oakland, California, USA",Andre Ward,residence
http://boxrec.com/boxer/281958,"San Francisco, California, USA",Andre Ward,birth place
http://boxrec.com/boxer/628407,Boxer,Naoya Inoue,role
http://boxrec.com/boxer/628407,3 / 6901 / 114,Naoya Inoue,ranking
http://boxrec.com/boxer/628407,13,Naoya Inoue,bouts
http://boxrec.com/boxer/628407,82,Naoya Inoue,rounds
http://boxrec.com/boxer/628407,85%,Naoya Inoue,KOs
http://boxrec.com/boxer/628407,628407,Naoya Inoue,global ID
http://boxrec.com/boxer/628407,WBO World Super Flyweight,Naoya Inoue,titles held
http://boxrec.com/boxer/628407,井上尚弥,Naoya Inoue,birth name
http://boxrec.com/boxer/628407,Monster,Naoya Inoue,alias
http://boxrec.com/boxer/628407,1993-04-10 / age 24,Naoya Inoue,born
http://boxrec.com/boxer/628407,2012-10-02,Naoya Inoue,debut
http://boxrec.com/boxer/628407,super flyweight,Naoya Inoue,division
http://boxrec.com/boxer/628407,orthodox,Naoya Inoue,stance
http://boxrec.com/boxer/628407,5′ 4½″   /   164cm,Naoya Inoue,height
http://boxrec.com/boxer/628407,67½″   /   171cm,Naoya Inoue,reach
http://boxrec.com/boxer/628407,"Yokohama, Kanagawa, Japan",Naoya Inoue,residence
http://boxrec.com/boxer/628407,"Zama, Kanagawa, Japan",Naoya Inoue,birth place
http://boxrec.com/boxer/447121,Boxer,Terence Crawford,role
http://boxrec.com/boxer/447121,"1 / 1,9011 / 283",Terence Crawford,ranking
http://boxrec.com/boxer/447121,enrolled,Terence Crawford,VADA CBP
http://boxrec.com/boxer/447121,31,Terence Crawford,bouts
http://boxrec.com/boxer/447121,165,Terence Crawford,rounds
http://boxrec.com/boxer/447121,71%,Terence Crawford,KOs
http://boxrec.com/boxer/447121,447121,Terence Crawford,global ID
http://boxrec.com/boxer/447121,075619,Terence Crawford,US ID
http://boxrec.com/boxer/447121,WBO World Super Lightweight,Terence Crawford,titles held
http://boxrec.com/boxer/447121,Terence Allan Crawford,Terence Crawford,birth name
http://boxrec.com/boxer/447121,Hunter / Bud,Terence Crawford,alias
http://boxrec.com/boxer/447121,1987-09-28 / age 29,Terence Crawford,born
http://boxrec.com/boxer/447121,2008-03-14,Terence Crawford,debut
http://boxrec.com/boxer/447121,super lightweight,Terence Crawford,division
http://boxrec.com/boxer/447121,orthodox,Terence Crawford,stance
http://boxrec.com/boxer/447121,5′ 8″   /   173cm,Terence Crawford,height
http://boxrec.com/boxer/447121,70″   /   178cm,Terence Crawford,reach
http://boxrec.com/boxer/447121,"Omaha, Nebraska, USA",Terence Crawford,residence
http://boxrec.com/boxer/447121,"Omaha, Nebraska, USA",Terence Crawford,birth place
http://boxrec.com/boxer/666339,Boxer,Kosei Tanaka,role
http://boxrec.com/boxer/666339,1 / 4641 / 76,Kosei Tanaka,ranking
http://boxrec.com/boxer/666339,9,Kosei Tanaka,bouts
http://boxrec.com/boxer/666339,66,Kosei Tanaka,rounds
http://boxrec.com/boxer/666339,56%,Kosei Tanaka,KOs
http://boxrec.com/boxer/666339,666339,Kosei Tanaka,global ID
http://boxrec.com/boxer/666339,WBO World Minimumweight,Kosei Tanaka,titles held
http://boxrec.com/boxer/666339,田中恒成,Kosei Tanaka,birth name
http://boxrec.com/boxer/666339,1995-06-15 / age 21,Kosei Tanaka,born
http://boxrec.com/boxer/666339,2013-11-10,Kosei Tanaka,debut
http://boxrec.com/boxer/666339,light flyweight,Kosei Tanaka,division
http://boxrec.com/boxer/666339,orthodox,Kosei Tanaka,stance
http://boxrec.com/boxer/666339,5′ 4½″   /   164cm,Kosei Tanaka,height
http://boxrec.com/boxer/666339,63½″   /   161cm,Kosei Tanaka,reach
http://boxrec.com/boxer/666339,"Nagoya, Aichi, Japan",Kosei Tanaka,residence
http://boxrec.com/boxer/666339,"Tajimi, Gifu, Japan",Kosei Tanaka,birth place
http://boxrec.com/boxer/613846,Boxer,Joseph Parker,role
http://boxrec.com/boxer/613846,"8 / 1,2931 / 27",Joseph Parker,ranking
http://boxrec.com/boxer/613846,enrolled,Joseph Parker,VADA CBP
http://boxrec.com/boxer/613846,23,Joseph Parker,bouts
http://boxrec.com/boxer/613846,111,Joseph Parker,rounds
http://boxrec.com/boxer/613846,78%,Joseph Parker,KOs
http://boxrec.com/boxer/613846,613846,Joseph Parker,global ID
http://boxrec.com/boxer/613846,064496,Joseph Parker,US ID
http://boxrec.com/boxer/613846,Joseph Dennis Parker,Joseph Parker,birth name
http://boxrec.com/boxer/613846,1992-01-09 / age 25,Joseph Parker,born
http://boxrec.com/boxer/613846,2012-07-05,Joseph Parker,debut
http://boxrec.com/boxer/613846,heavyweight,Joseph Parker,division
http://boxrec.com/boxer/613846,orthodox,Joseph Parker,stance
http://boxrec.com/boxer/613846,6′ 4″   /   193cm,Joseph Parker,height
http://boxrec.com/boxer/613846,76″   /   193cm,Joseph Parker,reach
http://boxrec.com/boxer/613846,"Las Vegas, Nevada, USA",Joseph Parker,residence
http://boxrec.com/boxer/613846,"Auckland, New Zealand",Joseph Parker,birth place
http://boxrec.com/boxer/482863,Boxer,Marlon Tapales,role
http://boxrec.com/boxer/482863,"3 / 1,2471 / 73",Marlon Tapales,ranking
http://boxrec.com/boxer/482863,32,Marlon Tapales,bouts
http://boxrec.com/boxer/482863,220,Marlon Tapales,rounds
http://boxrec.com/boxer/482863,41%,Marlon Tapales,KOs
http://boxrec.com/boxer/482863,482863,Marlon Tapales,global ID
http://boxrec.com/boxer/482863,067481,Marlon Tapales,US ID
http://boxrec.com/boxer/482863,Marlon Tanan Tapales,Marlon Tapales,birth name
http://boxrec.com/boxer/482863,Maranding Nightmare,Marlon Tapales,alias
http://boxrec.com/boxer/482863,1992-03-23 / age 25,Marlon Tapales,born
http://boxrec.com/boxer/482863,2008-07-18,Marlon Tapales,debut
http://boxrec.com/boxer/482863,super bantamweight,Marlon Tapales,division
http://boxrec.com/boxer/482863,southpaw,Marlon Tapales,stance
http://boxrec.com/boxer/482863,5′ 4″   /   163cm,Marlon Tapales,height
http://boxrec.com/boxer/482863,64½″   /   164cm,Marlon Tapales,reach
http://boxrec.com/boxer/482863,"Kapatagan, Lanao del Norte, Philippines",Marlon Tapales,residence
http://boxrec.com/boxer/482863,"Tubod, Lanao del Norte, Philippines",Marlon Tapales,birth place
http://boxrec.com/boxer/629933,Boxer,Oscar Valdez,role
http://boxrec.com/boxer/629933,"7 / 1,5403 / 308",Oscar Valdez,ranking
http://boxrec.com/boxer/629933,enrolled,Oscar Valdez,VADA CBP
http://boxrec.com/boxer/629933,22,Oscar Valdez,bouts
http://boxrec.com/boxer/629933,99,Oscar Valdez,rounds
http://boxrec.com/boxer/629933,86%,Oscar Valdez,KOs
http://boxrec.com/boxer/629933,629933,Oscar Valdez,global ID
http://boxrec.com/boxer/629933,036648,Oscar Valdez,US ID
http://boxrec.com/boxer/629933,Óscar Rafael Valdez Fierro,Oscar Valdez,birth name
http://boxrec.com/boxer/629933,1990-12-22 / age 26,Oscar Valdez,born
http://boxrec.com/boxer/629933,2012-11-03,Oscar Valdez,debut
http://boxrec.com/boxer/629933,featherweight,Oscar Valdez,division
http://boxrec.com/boxer/629933,orthodox,Oscar Valdez,stance
http://boxrec.com/boxer/629933,5′ 5½″   /   166cm,Oscar Valdez,height
http://boxrec.com/boxer/629933,66″   /   168cm,Oscar Valdez,reach
http://boxrec.com/boxer/629933,"Nogales, Sonora, Mexico",Oscar Valdez,residence
http://boxrec.com/boxer/629933,"Nogales, Sonora, Mexico",Oscar Valdez,birth place
http://boxrec.com/boxer/629933,Frank Espinoza,Oscar Valdez,manager/agent
http://boxrec.com/boxer/621635,Boxer,Tommy Langford,role
http://boxrec.com/boxer/621635,"46 / 1,5306 / 100",Tommy Langford,ranking
http://boxrec.com/boxer/621635,19,Tommy Langford,bouts
http://boxrec.com/boxer/621635,113,Tommy Langford,rounds
http://boxrec.com/boxer/621635,32%,Tommy Langford,KOs
http://boxrec.com/boxer/621635,621635,Tommy Langford,global ID
http://boxrec.com/boxer/621635,Thomas Langford,Tommy Langford,birth name
http://boxrec.com/boxer/621635,1989-07-12 / age 27,Tommy Langford,born
http://boxrec.com/boxer/621635,2012-09-08,Tommy Langford,debut
http://boxrec.com/boxer/621635,middleweight,Tommy Langford,division
http://boxrec.com/boxer/621635,orthodox,Tommy Langford,stance
http://boxrec.com/boxer/621635,6′ 0″   /   183cm,Tommy Langford,height
http://boxrec.com/boxer/621635,"Birmingham, West Midlands, United Kingdom",Tommy Langford,residence
http://boxrec.com/boxer/621635,"Barnstaple, Devon, United Kingdom",Tommy Langford,birth place
http://boxrec.com/boxer/659771,Boxer,Vasyl Lomachenko,role
http://boxrec.com/boxer/659771,"1 / 1,4451 / 3",Vasyl Lomachenko,ranking
http://boxrec.com/boxer/659771,9,Vasyl Lomachenko,bouts
http://boxrec.com/boxer/659771,80,Vasyl Lomachenko,rounds
http://boxrec.com/boxer/659771,67%,Vasyl Lomachenko,KOs
http://boxrec.com/boxer/659771,659771,Vasyl Lomachenko,global ID
http://boxrec.com/boxer/659771,045491,Vasyl Lomachenko,US ID
http://boxrec.com/boxer/659771,WBO World Featherweight,Vasyl Lomachenko,titles held
http://boxrec.com/boxer/659771,Vasyl Anatoliyovich Lomachenko,Vasyl Lomachenko,birth name
http://boxrec.com/boxer/659771,Hi-Tech,Vasyl Lomachenko,alias
http://boxrec.com/boxer/659771,1988-02-17 / age 29,Vasyl Lomachenko,born
http://boxrec.com/boxer/659771,2013-10-12,Vasyl Lomachenko,debut
http://boxrec.com/boxer/659771,super featherweight,Vasyl Lomachenko,division
http://boxrec.com/boxer/659771,southpaw,Vasyl Lomachenko,stance
http://boxrec.com/boxer/659771,5′ 6″   /   168cm,Vasyl Lomachenko,height
http://boxrec.com/boxer/659771,65½″   /   166cm,Vasyl Lomachenko,reach
http://boxrec.com/boxer/659771,"Oxnard, California, USA",Vasyl Lomachenko,residence
http://boxrec.com/boxer/659771,"Bilhorod-Dnistrovskyi, Ukraine",Vasyl Lomachenko,birth place
http://boxrec.com/boxer/588275,Boxer,Liam Williams,role
http://boxrec.com/boxer/588275,"33 / 1,8052 / 111",Liam Williams,ranking
http://boxrec.com/boxer/588275,18,Liam Williams,bouts
http://boxrec.com/boxer/588275,84,Liam Williams,rounds
http://boxrec.com/boxer/588275,61%,Liam Williams,KOs
http://boxrec.com/boxer/588275,588275,Liam Williams,global ID
http://boxrec.com/boxer/588275,1992-05-26 / age 25,Liam Williams,born
http://boxrec.com/boxer/588275,2011-11-19,Liam Williams,debut
http://boxrec.com/boxer/588275,super welterweight,Liam Williams,division
http://boxrec.com/boxer/588275,orthodox,Liam Williams,stance
http://boxrec.com/boxer/588275,5′ 10″   /   178cm,Liam Williams,height
http://boxrec.com/boxer/588275,"Clydach Vale, Wales, United Kingdom",Liam Williams,residence
http://boxrec.com/boxer/588275,"Church Village, Wales, United Kingdom",Liam Williams,birth place
http://boxrec.com/boxer/450528,Boxer,Tatsuya Fukuhara,role
http://boxrec.com/boxer/450528,9 / 3021 / 65,Tatsuya Fukuhara,ranking
http://boxrec.com/boxer/450528,29,Tatsuya Fukuhara,bouts
http://boxrec.com/boxer/450528,158,Tatsuya Fukuhara,rounds
http://boxrec.com/boxer/450528,24%,Tatsuya Fukuhara,KOs
http://boxrec.com/boxer/450528,450528,Tatsuya Fukuhara,global ID
http://boxrec.com/boxer/450528,福原辰弥,Tatsuya Fukuhara,birth name
http://boxrec.com/boxer/450528,1989-05-08 / age 28,Tatsuya Fukuhara,born
http://boxrec.com/boxer/450528,2008-04-14,Tatsuya Fukuhara,debut
http://boxrec.com/boxer/450528,minimumweight,Tatsuya Fukuhara,division
http://boxrec.com/boxer/450528,southpaw,Tatsuya Fukuhara,stance
http://boxrec.com/boxer/450528,5′ 4½″   /   164cm,Tatsuya Fukuhara,height
http://boxrec.com/boxer/450528,63″   /   160cm,Tatsuya Fukuhara,reach
http://boxrec.com/boxer/450528,"Kumamoto, Kumamoto, Japan",Tatsuya Fukuhara,residence
http://boxrec.com/boxer/450528,"Kumamoto, Kumamoto, Japan",Tatsuya Fukuhara,birth place
http://boxrec.com/boxer/659772,Boxer,Oleksandr Usyk,role
http://boxrec.com/boxer/659772,"1 / 1,2351 / 10",Oleksandr Usyk,ranking
http://boxrec.com/boxer/659772,12,Oleksandr Usyk,bouts
http://boxrec.com/boxer/659772,83,Oleksandr Usyk,rounds
http://boxrec.com/boxer/659772,83%,Oleksandr Usyk,KOs
http://boxrec.com/boxer/659772,659772,Oleksandr Usyk,global ID
http://boxrec.com/boxer/659772,047529,Oleksandr Usyk,US ID
http://boxrec.com/boxer/659772,Олександр Олександрович Усик,Oleksandr Usyk,birth name
http://boxrec.com/boxer/659772,1987-01-17 / age 30,Oleksandr Usyk,born
http://boxrec.com/boxer/659772,2013-11-09,Oleksandr Usyk,debut
http://boxrec.com/boxer/659772,cruiserweight,Oleksandr Usyk,division
http://boxrec.com/boxer/659772,southpaw,Oleksandr Usyk,stance
http://boxrec.com/boxer/659772,6′ 3″   /   190cm,Oleksandr Usyk,height
http://boxrec.com/boxer/659772,78″   /   198cm,Oleksandr Usyk,reach
http://boxrec.com/boxer/659772,"Kiev, Ukraine",Oleksandr Usyk,residence
http://boxrec.com/boxer/659772,Ukraine,Oleksandr Usyk,birth place
http://boxrec.com/boxer/659772,Alexander Krassyuk,Oleksandr Usyk,promoter
http://boxrec.com/boxer/483554,Boxer,Terry Flanagan,role
http://boxrec.com/boxer/483554,"4 / 1,9851 / 80",Terry Flanagan,ranking
http://boxrec.com/boxer/483554,33,Terry Flanagan,bouts
http://boxrec.com/boxer/483554,178,Terry Flanagan,rounds
http://boxrec.com/boxer/483554,39%,Terry Flanagan,KOs
http://boxrec.com/boxer/483554,483554,Terry Flanagan,global ID
http://boxrec.com/boxer/483554,WBO World Lightweight,Terry Flanagan,titles held
http://boxrec.com/boxer/483554,'Turbo',Terry Flanagan,alias
http://boxrec.com/boxer/483554,1989-06-11 / age 27,Terry Flanagan,born
http://boxrec.com/boxer/483554,2009-01-24,Terry Flanagan,debut
http://boxrec.com/boxer/483554,lightweight,Terry Flanagan,division
http://boxrec.com/boxer/483554,southpaw,Terry Flanagan,stance
http://boxrec.com/boxer/483554,5′ 9½″   /   177cm,Terry Flanagan,height
http://boxrec.com/boxer/483554,"Manchester, Lancashire, United Kingdom",Terry Flanagan,residence
http://boxrec.com/boxer/483554,"Crumpsall, Lancashire, United Kingdom",Terry Flanagan,birth place
http://boxrec.com/boxer/468475,Boxer,Jessie Vargas,role
http://boxrec.com/boxer/468475,"7 / 2,2286 / 399",Jessie Vargas,ranking
http://boxrec.com/boxer/468475,enrolled,Jessie Vargas,VADA CBP
http://boxrec.com/boxer/468475,29,Jessie Vargas,bouts
http://boxrec.com/boxer/468475,201,Jessie Vargas,rounds
http://boxrec.com/boxer/468475,34%,Jessie Vargas,KOs
http://boxrec.com/boxer/468475,468475,Jessie Vargas,global ID
http://boxrec.com/boxer/468475,076893,Jessie Vargas,US ID
http://boxrec.com/boxer/468475,Ruthless,Jessie Vargas,alias
http://boxrec.com/boxer/468475,1989-05-10 / age 28,Jessie Vargas,born
http://boxrec.com/boxer/468475,2008-09-05,Jessie Vargas,debut
http://boxrec.com/boxer/468475,welterweight,Jessie Vargas,division
http://boxrec.com/boxer/468475,orthodox,Jessie Vargas,stance
http://boxrec.com/boxer/468475,5′ 10″   /   178cm,Jessie Vargas,height
http://boxrec.com/boxer/468475,71″   /   180cm,Jessie Vargas,reach
http://boxrec.com/boxer/468475,"Las Vegas, Nevada, USA",Jessie Vargas,residence
http://boxrec.com/boxer/468475,"Los Angeles, California, USA",Jessie Vargas,birth place
http://boxrec.com/boxer/470367,Boxer,Krzysztof Glowacki,role
http://boxrec.com/boxer/470367,"4 / 1,2351 / 26",Krzysztof Glowacki,ranking
http://boxrec.com/boxer/470367,enrolled,Krzysztof Glowacki,VADA CBP
http://boxrec.com/boxer/470367,27,Krzysztof Glowacki,bouts
http://boxrec.com/boxer/470367,163,Krzysztof Glowacki,rounds
http://boxrec.com/boxer/470367,59%,Krzysztof Glowacki,KOs
http://boxrec.com/boxer/470367,470367,Krzysztof Glowacki,global ID
http://boxrec.com/boxer/470367,036265,Krzysztof Glowacki,US ID
http://boxrec.com/boxer/470367,WBO World Cruiserweight,Krzysztof Glowacki,titles held
http://boxrec.com/boxer/470367,1986-07-31 / age 30,Krzysztof Glowacki,born
http://boxrec.com/boxer/470367,2008-10-03,Krzysztof Glowacki,debut
http://boxrec.com/boxer/470367,cruiserweight,Krzysztof Glowacki,division
http://boxrec.com/boxer/470367,southpaw,Krzysztof Glowacki,stance
http://boxrec.com/boxer/470367,6′ 0″   /   183cm,Krzysztof Glowacki,height
http://boxrec.com/boxer/470367,75″   /   191cm,Krzysztof Glowacki,reach
http://boxrec.com/boxer/470367,"Walcz, Poland",Krzysztof Glowacki,residence
http://boxrec.com/boxer/470367,"Walcz, Poland",Krzysztof Glowacki,birth place
http://boxrec.com/boxer/466535,Boxer,Liam Smith,role
http://boxrec.com/boxer/466535,"7 / 1,8051 / 111",Liam Smith,ranking
http://boxrec.com/boxer/466535,27,Liam Smith,bouts
http://boxrec.com/boxer/466535,148,Liam Smith,rounds
http://boxrec.com/boxer/466535,52%,Liam Smith,KOs
http://boxrec.com/boxer/466535,466535,Liam Smith,global ID
http://boxrec.com/boxer/466535,WBO World Super Welterweight,Liam Smith,titles held
http://boxrec.com/boxer/466535,'Beefy',Liam Smith,alias
http://boxrec.com/boxer/466535,1988-07-27 / age 28,Liam Smith,born
http://boxrec.com/boxer/466535,2008-10-10,Liam Smith,debut
http://boxrec.com/boxer/466535,super welterweight,Liam Smith,division
http://boxrec.com/boxer/466535,orthodox,Liam Smith,stance
http://boxrec.com/boxer/466535,5′ 9½″   /   176cm,Liam Smith,height
http://boxrec.com/boxer/466535,"Liverpool, Merseyside, United Kingdom",Liam Smith,residence
http://boxrec.com/boxer/466535,"Liverpool, Merseyside, United Kingdom",Liam Smith,birth place
http://boxrec.com/boxer/110049,Boxer,Katsunari Takayama,role
http://boxrec.com/boxer/110049,40,Katsunari Takayama,bouts
http://boxrec.com/boxer/110049,325,Katsunari Takayama,rounds
http://boxrec.com/boxer/110049,30%,Katsunari Takayama,KOs
http://boxrec.com/boxer/110049,110049,Katsunari Takayama,global ID
http://boxrec.com/boxer/110049,IBF World Minimumweight,Katsunari Takayama,titles held
http://boxrec.com/boxer/110049,高山勝成,Katsunari Takayama,birth name
http://boxrec.com/boxer/110049,1983-05-12,Katsunari Takayama,born
http://boxrec.com/boxer/110049,2000-10-18,Katsunari Takayama,debut
http://boxrec.com/boxer/110049,minimumweight,Katsunari Takayama,division
http://boxrec.com/boxer/110049,orthodox,Katsunari Takayama,stance
http://boxrec.com/boxer/110049,5′ 2″   /   158cm,Katsunari Takayama,height
http://boxrec.com/boxer/110049,62½″   /   159cm,Katsunari Takayama,reach
http://boxrec.com/boxer/110049,"Osaka, Osaka, Japan",Katsunari Takayama,residence
http://boxrec.com/boxer/110049,"Osaka, Osaka, Japan",Katsunari Takayama,birth place
http://boxrec.com/boxer/351371,Boxer,Panya Uthok,role
http://boxrec.com/boxer/351371,17 / 9812 / 36,Panya Uthok,ranking
http://boxrec.com/boxer/351371,56,Panya Uthok,bouts
http://boxrec.com/boxer/351371,275,Panya Uthok,rounds
http://boxrec.com/boxer/351371,63%,Panya Uthok,KOs
http://boxrec.com/boxer/351371,351371,Panya Uthok,global ID
http://boxrec.com/boxer/351371,005068,Panya Uthok,US ID
http://boxrec.com/boxer/351371,WBO World Bantamweight,Panya Uthok,titles held
http://boxrec.com/boxer/351371,Panya Uthok,Panya Uthok,birth name
http://boxrec.com/boxer/351371,Phuengluang Sor Singyu / Onesong,Panya Uthok,alias
http://boxrec.com/boxer/351371,1989-09-08 / age 27,Panya Uthok,born
http://boxrec.com/boxer/351371,2004-09-27,Panya Uthok,debut
http://boxrec.com/boxer/351371,bantamweight,Panya Uthok,division
http://boxrec.com/boxer/351371,orthodox,Panya Uthok,stance
http://boxrec.com/boxer/351371,5′ 4½″   /   164cm,Panya Uthok,height
http://boxrec.com/boxer/351371,67″   /   170cm,Panya Uthok,reach
http://boxrec.com/boxer/351371,"Bangkok, Thailand",Panya Uthok,residence
http://boxrec.com/boxer/351371,"Uthai Thani, Thailand",Panya Uthok,birth place
http://boxrec.com/boxer/553222,Boxer,Miguel Berchelt,role
http://boxrec.com/boxer/553222,"2 / 1,4451 / 257",Miguel Berchelt,ranking
http://boxrec.com/boxer/553222,enrolled,Miguel Berchelt,VADA CBP
http://boxrec.com/boxer/553222,32,Miguel Berchelt,bouts
http://boxrec.com/boxer/553222,110,Miguel Berchelt,rounds
http://boxrec.com/boxer/553222,88%,Miguel Berchelt,KOs
http://boxrec.com/boxer/553222,553222,Miguel Berchelt,global ID
http://boxrec.com/boxer/553222,052877,Miguel Berchelt,US ID
http://boxrec.com/boxer/553222,Miguel Angel Berchelt Cervera,Miguel Berchelt,birth name
http://boxrec.com/boxer/553222,El Alacran,Miguel Berchelt,alias
http://boxrec.com/boxer/553222,1991-11-17 / age 25,Miguel Berchelt,born
http://boxrec.com/boxer/553222,2010-11-17,Miguel Berchelt,debut
http://boxrec.com/boxer/553222,super featherweight,Miguel Berchelt,division
http://boxrec.com/boxer/553222,orthodox,Miguel Berchelt,stance
http://boxrec.com/boxer/553222,5′ 7″   /   170cm,Miguel Berchelt,height
http://boxrec.com/boxer/553222,71″   /   180cm,Miguel Berchelt,reach
http://boxrec.com/boxer/553222,"Merida, Yucatán, Mexico",Miguel Berchelt,residence
http://boxrec.com/boxer/553222,"Cancun, Quintana Roo, Mexico",Miguel Berchelt,birth place
http://boxrec.com/boxer/505927,Boxer,Sergey Kovalev,role
http://boxrec.com/boxer/505927,"2 / 1,0881 / 52",Sergey Kovalev,ranking
http://boxrec.com/boxer/505927,enrolled,Sergey Kovalev,VADA CBP
http://boxrec.com/boxer/505927,32,Sergey Kovalev,bouts
http://boxrec.com/boxer/505927,126,Sergey Kovalev,rounds
http://boxrec.com/boxer/505927,81%,Sergey Kovalev,KOs
http://boxrec.com/boxer/505927,505927,Sergey Kovalev,global ID
http://boxrec.com/boxer/505927,078211,Sergey Kovalev,US ID
http://boxrec.com/boxer/505927,WBA Super World Light HeavyweightIBF World Light HeavyweightWBO World Light Heavyweight,Sergey Kovalev,titles held
http://boxrec.com/boxer/505927,Сергей Александрович Ковалёв,Sergey Kovalev,birth name
http://boxrec.com/boxer/505927,Krusher,Sergey Kovalev,alias
http://boxrec.com/boxer/505927,1983-04-02 / age 34,Sergey Kovalev,born
http://boxrec.com/boxer/505927,2009-07-25,Sergey Kovalev,debut
http://boxrec.com/boxer/505927,light heavyweight,Sergey Kovalev,division
http://boxrec.com/boxer/505927,orthodox,Sergey Kovalev,stance
http://boxrec.com/boxer/505927,6′ 0″   /   183cm,Sergey Kovalev,height
http://boxrec.com/boxer/505927,72½″   /   184cm,Sergey Kovalev,reach
http://boxrec.com/boxer/505927,"Fort Lauderdale, Florida, USA",Sergey Kovalev,residence
