boxerid,attributevalue,boxername,attributetype
http://boxrec.com/boxer/3805,1988-11-07,Dan Sherry,debut
http://boxrec.com/boxer/3805,middleweight,Dan Sherry,division
http://boxrec.com/boxer/3805,orthodox,Dan Sherry,stance
http://boxrec.com/boxer/3805,6′ 0″   /   183cm,Dan Sherry,height
http://boxrec.com/boxer/3805,70″   /   178cm,Dan Sherry,reach
http://boxrec.com/boxer/3805,"Burlington, Ontario, Canada",Dan Sherry,residence
http://boxrec.com/boxer/3805,"Hamilton, Ontario, Canada",Dan Sherry,birth place
http://boxrec.com/boxer/8727,Boxer,Armando Juan Reyes,role
http://boxrec.com/boxer/8727,43,Armando Juan Reyes,bouts
http://boxrec.com/boxer/8727,308,Armando Juan Reyes,rounds
http://boxrec.com/boxer/8727,14%,Armando Juan Reyes,KOs
http://boxrec.com/boxer/8727,8727,Armando Juan Reyes,global ID
http://boxrec.com/boxer/8727,024341,Armando Juan Reyes,US ID
http://boxrec.com/boxer/8727,La Bomba,Armando Juan Reyes,alias
http://boxrec.com/boxer/8727,1966-03-13,Armando Juan Reyes,born
http://boxrec.com/boxer/8727,2016-10-28 / age 50,Armando Juan Reyes,death date
http://boxrec.com/boxer/8727,1987-11-30,Armando Juan Reyes,debut
http://boxrec.com/boxer/8727,super featherweight,Armando Juan Reyes,division
http://boxrec.com/boxer/8727,orthodox,Armando Juan Reyes,stance
http://boxrec.com/boxer/8727,"Samana, Dominican Republic",Armando Juan Reyes,residence
http://boxrec.com/boxer/4086,Boxer,Danny Stonewalker,role
http://boxrec.com/boxer/4086,27,Danny Stonewalker,bouts
http://boxrec.com/boxer/4086,168,Danny Stonewalker,rounds
http://boxrec.com/boxer/4086,22%,Danny Stonewalker,KOs
http://boxrec.com/boxer/4086,4086,Danny Stonewalker,global ID
http://boxrec.com/boxer/4086,Danny John Lindstrom,Danny Stonewalker,birth name
http://boxrec.com/boxer/4086,Danny Lindstrom,Danny Stonewalker,alias
http://boxrec.com/boxer/4086,1960-05-04,Danny Stonewalker,born
http://boxrec.com/boxer/4086,1985-04-22,Danny Stonewalker,debut
http://boxrec.com/boxer/4086,light heavyweight,Danny Stonewalker,division
http://boxrec.com/boxer/4086,orthodox,Danny Stonewalker,stance
http://boxrec.com/boxer/4086,"Edmonton, Alberta, Canada",Danny Stonewalker,residence
http://boxrec.com/boxer/7666,Boxer,Daniel Eduardo Neto,role
http://boxrec.com/boxer/7666,40,Daniel Eduardo Neto,bouts
http://boxrec.com/boxer/7666,331,Daniel Eduardo Neto,rounds
http://boxrec.com/boxer/7666,23%,Daniel Eduardo Neto,KOs
http://boxrec.com/boxer/7666,7666,Daniel Eduardo Neto,global ID
http://boxrec.com/boxer/7666,1961-02-16,Daniel Eduardo Neto,born
http://boxrec.com/boxer/7666,1983-11-12,Daniel Eduardo Neto,debut
http://boxrec.com/boxer/7666,cruiserweight,Daniel Eduardo Neto,division
http://boxrec.com/boxer/7666,orthodox,Daniel Eduardo Neto,stance
http://boxrec.com/boxer/7666,6′ 1″   /   185cm,Daniel Eduardo Neto,height
http://boxrec.com/boxer/7666,73″   /   185cm,Daniel Eduardo Neto,reach
http://boxrec.com/boxer/7666,"Buenos Aires, Distrito Federal, Argentina",Daniel Eduardo Neto,residence
http://boxrec.com/boxer/7666,"Coronel Pringles, Buenos Aires, Argentina",Daniel Eduardo Neto,birth place
http://boxrec.com/boxer/6328,Boxer,Abdi Pohan,role
http://boxrec.com/boxer/6328,17,Abdi Pohan,bouts
http://boxrec.com/boxer/6328,158,Abdi Pohan,rounds
http://boxrec.com/boxer/6328,12%,Abdi Pohan,KOs
http://boxrec.com/boxer/6328,6328,Abdi Pohan,global ID
http://boxrec.com/boxer/6328,1989-07-23,Abdi Pohan,debut
http://boxrec.com/boxer/6328,flyweight,Abdi Pohan,division
http://boxrec.com/boxer/6328,"Malang, Indonesia",Abdi Pohan,residence
http://boxrec.com/boxer/1027,Boxer,Armando Velasco,role
http://boxrec.com/boxer/1027,32,Armando Velasco,bouts
http://boxrec.com/boxer/1027,195,Armando Velasco,rounds
http://boxrec.com/boxer/1027,50%,Armando Velasco,KOs
http://boxrec.com/boxer/1027,1027,Armando Velasco,global ID
http://boxrec.com/boxer/1027,Tontin,Armando Velasco,alias
http://boxrec.com/boxer/1027,1963-08-09,Armando Velasco,born
http://boxrec.com/boxer/1027,1982-11-11,Armando Velasco,debut
http://boxrec.com/boxer/1027,flyweight,Armando Velasco,division
http://boxrec.com/boxer/1027,"Puebla, Mexico",Armando Velasco,birth place
http://boxrec.com/boxer/48617,Boxer,Pedro Villegas,role
http://boxrec.com/boxer/48617,42,Pedro Villegas,bouts
http://boxrec.com/boxer/48617,313,Pedro Villegas,rounds
http://boxrec.com/boxer/48617,19%,Pedro Villegas,KOs
http://boxrec.com/boxer/48617,48617,Pedro Villegas,global ID
http://boxrec.com/boxer/48617,Pedro Florindo Villegas,Pedro Villegas,birth name
http://boxrec.com/boxer/48617,1965-07-07,Pedro Villegas,born
http://boxrec.com/boxer/48617,1985-11-01,Pedro Villegas,debut
http://boxrec.com/boxer/48617,featherweight,Pedro Villegas,division
http://boxrec.com/boxer/48617,"Godoy Cruz, Mendoza, Argentina",Pedro Villegas,residence
http://boxrec.com/boxer/48617,"Concepcion, Chile",Pedro Villegas,birth place
http://boxrec.com/boxer/4773,Boxer,Ray Minus,role
http://boxrec.com/boxer/4773,48,Ray Minus,bouts
http://boxrec.com/boxer/4773,324,Ray Minus,rounds
http://boxrec.com/boxer/4773,56%,Ray Minus,KOs
http://boxrec.com/boxer/4773,4773,Ray Minus,global ID
http://boxrec.com/boxer/4773,1964-07-03,Ray Minus,born
http://boxrec.com/boxer/4773,1982-06-18,Ray Minus,debut
http://boxrec.com/boxer/4773,super bantamweight,Ray Minus,division
http://boxrec.com/boxer/4773,orthodox,Ray Minus,stance
http://boxrec.com/boxer/4773,5′ 6″   /   168cm,Ray Minus,height
http://boxrec.com/boxer/4773,63½″   /   161cm,Ray Minus,reach
http://boxrec.com/boxer/4773,"Nassau, Bahamas",Ray Minus,residence
http://boxrec.com/boxer/4773,"Nassau, Bahamas",Ray Minus,birth place
http://boxrec.com/boxer/4559,Boxer,Husni Ray,role
http://boxrec.com/boxer/4559,25,Husni Ray,bouts
http://boxrec.com/boxer/4559,219,Husni Ray,rounds
http://boxrec.com/boxer/4559,20%,Husni Ray,KOs
http://boxrec.com/boxer/4559,4559,Husni Ray,global ID
http://boxrec.com/boxer/4559,1963-05-09,Husni Ray,born
http://boxrec.com/boxer/4559,1987-12-20,Husni Ray,debut
http://boxrec.com/boxer/4559,minimumweight,Husni Ray,division
http://boxrec.com/boxer/4559,5′ 2″   /   157cm,Husni Ray,height
http://boxrec.com/boxer/4559,"Jakarta, Indonesia",Husni Ray,residence
http://boxrec.com/boxer/988,Boxer,Troy Dorsey,role
http://boxrec.com/boxer/988,30,Troy Dorsey,bouts
http://boxrec.com/boxer/988,213,Troy Dorsey,rounds
http://boxrec.com/boxer/988,37%,Troy Dorsey,KOs
http://boxrec.com/boxer/988,988,Troy Dorsey,global ID
http://boxrec.com/boxer/988,001576,Troy Dorsey,US ID
http://boxrec.com/boxer/988,1962-11-19,Troy Dorsey,born
http://boxrec.com/boxer/988,1985-04-02,Troy Dorsey,debut
http://boxrec.com/boxer/988,featherweight,Troy Dorsey,division
http://boxrec.com/boxer/988,orthodox,Troy Dorsey,stance
http://boxrec.com/boxer/988,5′ 6″   /   168cm,Troy Dorsey,height
http://boxrec.com/boxer/988,"Mansfield, Texas, USA",Troy Dorsey,residence
http://boxrec.com/boxer/988,"Mansfield, Texas, USA",Troy Dorsey,birth place
http://boxrec.com/boxer/28732,Boxer,Boone Pultz,role
http://boxrec.com/boxer/28732,29,Boone Pultz,bouts
http://boxrec.com/boxer/28732,149,Boone Pultz,rounds
http://boxrec.com/boxer/28732,52%,Boone Pultz,KOs
http://boxrec.com/boxer/28732,28732,Boone Pultz,global ID
http://boxrec.com/boxer/28732,005194,Boone Pultz,US ID
http://boxrec.com/boxer/28732,Richard Boone Pultz,Boone Pultz,birth name
http://boxrec.com/boxer/28732,1959-11-18,Boone Pultz,born
http://boxrec.com/boxer/28732,1982-10-16,Boone Pultz,debut
http://boxrec.com/boxer/28732,cruiserweight,Boone Pultz,division
http://boxrec.com/boxer/28732,southpaw,Boone Pultz,stance
http://boxrec.com/boxer/28732,"Maryland, USA",Boone Pultz,residence
http://boxrec.com/boxer/1490,Boxer,Valerio Nati,role
http://boxrec.com/boxer/1490,55,Valerio Nati,bouts
http://boxrec.com/boxer/1490,328,Valerio Nati,rounds
http://boxrec.com/boxer/1490,51%,Valerio Nati,KOs
http://boxrec.com/boxer/1490,1490,Valerio Nati,global ID
http://boxrec.com/boxer/1490,1956-04-11,Valerio Nati,born
http://boxrec.com/boxer/1490,1978-04-07,Valerio Nati,debut
http://boxrec.com/boxer/1490,bantamweight,Valerio Nati,division
http://boxrec.com/boxer/1490,orthodox,Valerio Nati,stance
http://boxrec.com/boxer/1490,5′ 5″   /   165cm,Valerio Nati,height
http://boxrec.com/boxer/1490,"Dovadola, Emilia Romagna, Italy",Valerio Nati,residence
http://boxrec.com/boxer/1490,"Dovadola, Emilia Romagna, Italy",Valerio Nati,birth place
http://boxrec.com/boxer/3340,Boxer,Mario Oscar Melo,role
http://boxrec.com/boxer/3340,30,Mario Oscar Melo,bouts
http://boxrec.com/boxer/3340,121,Mario Oscar Melo,rounds
http://boxrec.com/boxer/3340,57%,Mario Oscar Melo,KOs
http://boxrec.com/boxer/3340,3340,Mario Oscar Melo,global ID
http://boxrec.com/boxer/3340,Mazazo,Mario Oscar Melo,alias
http://boxrec.com/boxer/3340,1962-02-11,Mario Oscar Melo,born
http://boxrec.com/boxer/3340,1984-06-16,Mario Oscar Melo,debut
http://boxrec.com/boxer/3340,light heavyweight,Mario Oscar Melo,division
http://boxrec.com/boxer/3340,southpaw,Mario Oscar Melo,stance
http://boxrec.com/boxer/3340,"Isidro Casanova, Buenos Aires, Argentina",Mario Oscar Melo,residence
http://boxrec.com/boxer/3340,"General Piran, Buenos Aires, Argentina",Mario Oscar Melo,birth place
http://boxrec.com/boxer/8334,Boxer,Martin Camara,role
http://boxrec.com/boxer/8334,41,Martin Camara,bouts
http://boxrec.com/boxer/8334,304,Martin Camara,rounds
http://boxrec.com/boxer/8334,10%,Martin Camara,KOs
http://boxrec.com/boxer/8334,8334,Martin Camara,global ID
http://boxrec.com/boxer/8334,Camara el Hadji,Martin Camara,birth name
http://boxrec.com/boxer/8334,1962-01-30,Martin Camara,born
http://boxrec.com/boxer/8334,1985-12-07,Martin Camara,debut
http://boxrec.com/boxer/8334,super welterweight,Martin Camara,division
http://boxrec.com/boxer/8334,orthodox,Martin Camara,stance
http://boxrec.com/boxer/8334,6′ 1″   /   185cm,Martin Camara,height
http://boxrec.com/boxer/8334,"La Seyne-sur-Mer, Var, France",Martin Camara,residence
http://boxrec.com/boxer/8334,"Marseille, Bouches-du-Rhône, France",Martin Camara,birth place
http://boxrec.com/boxer/42476,Boxer,Veabro Boykin,role
http://boxrec.com/boxer/42476,30,Veabro Boykin,bouts
http://boxrec.com/boxer/42476,161,Veabro Boykin,rounds
http://boxrec.com/boxer/42476,57%,Veabro Boykin,KOs
http://boxrec.com/boxer/42476,42476,Veabro Boykin,global ID
http://boxrec.com/boxer/42476,UFO/Al Hamza / Buzzy,Veabro Boykin,alias
http://boxrec.com/boxer/42476,1960-04-05,Veabro Boykin,born
http://boxrec.com/boxer/42476,1982-07-19,Veabro Boykin,debut
http://boxrec.com/boxer/42476,super welterweight,Veabro Boykin,division
http://boxrec.com/boxer/42476,orthodox,Veabro Boykin,stance
http://boxrec.com/boxer/42476,"Chicago, Illinois, USA",Veabro Boykin,residence
http://boxrec.com/boxer/2088,Boxer,Jeff Thompson,role
http://boxrec.com/boxer/2088,21,Jeff Thompson,bouts
http://boxrec.com/boxer/2088,87,Jeff Thompson,rounds
http://boxrec.com/boxer/2088,62%,Jeff Thompson,KOs
http://boxrec.com/boxer/2088,2088,Jeff Thompson,global ID
http://boxrec.com/boxer/2088,Jammin,Jeff Thompson,alias
http://boxrec.com/boxer/2088,1960-00-00,Jeff Thompson,born
http://boxrec.com/boxer/2088,1984-11-09,Jeff Thompson,debut
http://boxrec.com/boxer/2088,light heavyweight,Jeff Thompson,division
http://boxrec.com/boxer/2088,southpaw,Jeff Thompson,stance
http://boxrec.com/boxer/2088,6′ 3½″   /   192cm,Jeff Thompson,height
http://boxrec.com/boxer/2088,"Detroit, Michigan, USA",Jeff Thompson,residence
http://boxrec.com/boxer/2088,"Racine, Wisconsin, USA",Jeff Thompson,birth place
http://boxrec.com/boxer/796,Boxer,Juan Carazo,role
http://boxrec.com/boxer/796,34,Juan Carazo,bouts
http://boxrec.com/boxer/796,180,Juan Carazo,rounds
http://boxrec.com/boxer/796,56%,Juan Carazo,KOs
http://boxrec.com/boxer/796,796,Juan Carazo,global ID
http://boxrec.com/boxer/796,1964-10-10,Juan Carazo,born
http://boxrec.com/boxer/796,1984-03-02,Juan Carazo,debut
http://boxrec.com/boxer/796,super flyweight,Juan Carazo,division
http://boxrec.com/boxer/796,orthodox,Juan Carazo,stance
http://boxrec.com/boxer/796,"Caguas, Puerto Rico",Juan Carazo,residence
http://boxrec.com/boxer/796,"Ponce, Puerto Rico",Juan Carazo,birth place
http://boxrec.com/boxer/1210,Boxer,Oscar Bejines,role
http://boxrec.com/boxer/1210,44,Oscar Bejines,bouts
http://boxrec.com/boxer/1210,259,Oscar Bejines,rounds
http://boxrec.com/boxer/1210,59%,Oscar Bejines,KOs
http://boxrec.com/boxer/1210,1210,Oscar Bejines,global ID
http://boxrec.com/boxer/1210,Bejinez/Negro,Oscar Bejines,alias
http://boxrec.com/boxer/1210,1963-07-05,Oscar Bejines,born
http://boxrec.com/boxer/1210,1978-12-15,Oscar Bejines,debut
http://boxrec.com/boxer/1210,super featherweight,Oscar Bejines,division
http://boxrec.com/boxer/1210,"Guadalajara, Jalisco, Mexico",Oscar Bejines,residence
http://boxrec.com/boxer/4099,Boxer,Yamil Caraballo,role
http://boxrec.com/boxer/4099,22,Yamil Caraballo,bouts
http://boxrec.com/boxer/4099,138,Yamil Caraballo,rounds
http://boxrec.com/boxer/4099,32%,Yamil Caraballo,KOs
http://boxrec.com/boxer/4099,4099,Yamil Caraballo,global ID
http://boxrec.com/boxer/4099,1969-04-07,Yamil Caraballo,born
http://boxrec.com/boxer/4099,1988-01-22,Yamil Caraballo,debut
http://boxrec.com/boxer/4099,light flyweight,Yamil Caraballo,division
http://boxrec.com/boxer/4099,orthodox,Yamil Caraballo,stance
http://boxrec.com/boxer/4099,5′ 4″   /   163cm,Yamil Caraballo,height
http://boxrec.com/boxer/4099,"Cartagena, Colombia",Yamil Caraballo,residence
http://boxrec.com/boxer/4399,Boxer,Angel Mayor,role
http://boxrec.com/boxer/4399,32,Angel Mayor,bouts
http://boxrec.com/boxer/4399,236,Angel Mayor,rounds
http://boxrec.com/boxer/4399,25%,Angel Mayor,KOs
http://boxrec.com/boxer/4399,4399,Angel Mayor,global ID
http://boxrec.com/boxer/4399,Angel Levi Mayor,Angel Mayor,birth name
http://boxrec.com/boxer/4399,1961-04-22,Angel Mayor,born
http://boxrec.com/boxer/4399,1980-11-01,Angel Mayor,debut
http://boxrec.com/boxer/4399,super bantamweight,Angel Mayor,division
http://boxrec.com/boxer/4399,orthodox,Angel Mayor,stance
http://boxrec.com/boxer/4399,"Maracaibo, Venezuela",Angel Mayor,residence
http://boxrec.com/boxer/4399,"Maracaibo, Venezuela",Angel Mayor,birth place
http://boxrec.com/boxer/3413,Boxer,Fernando Martinez,role
http://boxrec.com/boxer/3413,49,Fernando Martinez,bouts
http://boxrec.com/boxer/3413,312,Fernando Martinez,rounds
http://boxrec.com/boxer/3413,43%,Fernando Martinez,KOs
http://boxrec.com/boxer/3413,3413,Fernando Martinez,global ID
http://boxrec.com/boxer/3413,1970-02-26,Fernando Martinez,born
http://boxrec.com/boxer/3413,1984-06-01,Fernando Martinez,debut
http://boxrec.com/boxer/3413,light flyweight,Fernando Martinez,division
http://boxrec.com/boxer/3413,southpaw,Fernando Martinez,stance
http://boxrec.com/boxer/3413,"Zitacuaro, Michoacán de Ocampo, Mexico",Fernando Martinez,residence
http://boxrec.com/boxer/1727,Boxer,Freddie Delgado,role
http://boxrec.com/boxer/1727,26,Freddie Delgado,bouts
http://boxrec.com/boxer/1727,76,Freddie Delgado,rounds
http://boxrec.com/boxer/1727,77%,Freddie Delgado,KOs
http://boxrec.com/boxer/1727,1727,Freddie Delgado,global ID
http://boxrec.com/boxer/1727,The Rock,Freddie Delgado,alias
http://boxrec.com/boxer/1727,1963-10-29,Freddie Delgado,born
http://boxrec.com/boxer/1727,1984-02-17,Freddie Delgado,debut
http://boxrec.com/boxer/1727,light heavyweight,Freddie Delgado,division
http://boxrec.com/boxer/1727,orthodox,Freddie Delgado,stance
http://boxrec.com/boxer/1727,5′ 11″   /   180cm,Freddie Delgado,height
http://boxrec.com/boxer/1727,77″   /   196cm,Freddie Delgado,reach
http://boxrec.com/boxer/1727,"Trujillo Alto, Puerto Rico",Freddie Delgado,residence
http://boxrec.com/boxer/458,Boxer,Robbie Sims,role
http://boxrec.com/boxer/458,50,Robbie Sims,bouts
http://boxrec.com/boxer/458,330,Robbie Sims,rounds
http://boxrec.com/boxer/458,52%,Robbie Sims,KOs
http://boxrec.com/boxer/458,458,Robbie Sims,global ID
http://boxrec.com/boxer/458,1959-11-05,Robbie Sims,born
http://boxrec.com/boxer/458,1980-05-17,Robbie Sims,debut
http://boxrec.com/boxer/458,middleweight,Robbie Sims,division
http://boxrec.com/boxer/458,southpaw,Robbie Sims,stance
http://boxrec.com/boxer/458,5′ 10″   /   178cm,Robbie Sims,height
http://boxrec.com/boxer/458,"Brockton, Massachusetts, USA",Robbie Sims,residence
http://boxrec.com/boxer/458,"Newark, New Jersey, USA",Robbie Sims,birth place
http://boxrec.com/boxer/50150,Boxer,Miguel Mercedes,role
http://boxrec.com/boxer/50150,21,Miguel Mercedes,bouts
http://boxrec.com/boxer/50150,155,Miguel Mercedes,rounds
http://boxrec.com/boxer/50150,48%,Miguel Mercedes,KOs
http://boxrec.com/boxer/50150,50150,Miguel Mercedes,global ID
http://boxrec.com/boxer/50150,Miguel Nagashima,Miguel Mercedes,alias
http://boxrec.com/boxer/50150,1960-05-14,Miguel Mercedes,born
http://boxrec.com/boxer/50150,1983-03-03,Miguel Mercedes,debut
http://boxrec.com/boxer/50150,flyweight,Miguel Mercedes,division
http://boxrec.com/boxer/50150,orthodox,Miguel Mercedes,stance
http://boxrec.com/boxer/50150,"Los Angeles, California, USA",Miguel Mercedes,residence
http://boxrec.com/boxer/50150,"La Romana, Dominican Republic",Miguel Mercedes,birth place
http://boxrec.com/boxer/1608,Boxer,Frankie Swindell,role
http://boxrec.com/boxer/1608,66,Frankie Swindell,bouts
http://boxrec.com/boxer/1608,393,Frankie Swindell,rounds
http://boxrec.com/boxer/1608,42%,Frankie Swindell,KOs
http://boxrec.com/boxer/1608,1608,Frankie Swindell,global ID
http://boxrec.com/boxer/1608,014224,Frankie Swindell,US ID
http://boxrec.com/boxer/1608,The Tennessee Stud / Fearless,Frankie Swindell,alias
http://boxrec.com/boxer/1608,1963-11-25,Frankie Swindell,born
http://boxrec.com/boxer/1608,1985-12-14,Frankie Swindell,debut
http://boxrec.com/boxer/1608,light heavyweight,Frankie Swindell,division
http://boxrec.com/boxer/1608,orthodox,Frankie Swindell,stance
http://boxrec.com/boxer/1608,5′ 10″   /   178cm,Frankie Swindell,height
http://boxrec.com/boxer/1608,73″   /   185cm,Frankie Swindell,reach
http://boxrec.com/boxer/1608,"Nashville, Tennessee, USA",Frankie Swindell,residence
http://boxrec.com/boxer/1608,"New Bern, North Carolina, USA",Frankie Swindell,birth place
http://boxrec.com/boxer/44810,Boxer,Maurizio Lupino,role
http://boxrec.com/boxer/44810,30,Maurizio Lupino,bouts
http://boxrec.com/boxer/44810,202,Maurizio Lupino,rounds
http://boxrec.com/boxer/44810,17%,Maurizio Lupino,KOs
http://boxrec.com/boxer/44810,44810,Maurizio Lupino,global ID
http://boxrec.com/boxer/44810,1958-05-27,Maurizio Lupino,born
http://boxrec.com/boxer/44810,1981-03-13,Maurizio Lupino,debut
http://boxrec.com/boxer/44810,bantamweight,Maurizio Lupino,division
http://boxrec.com/boxer/44810,orthodox,Maurizio Lupino,stance
http://boxrec.com/boxer/44810,5′ 5″   /   165cm,Maurizio Lupino,height
http://boxrec.com/boxer/44810,"Piemonte, Italy",Maurizio Lupino,residence
http://boxrec.com/boxer/44810,"Oliena, Sardegna, Italy",Maurizio Lupino,birth place
http://boxrec.com/boxer/872,Boxer,Pedro Nolasco,role
http://boxrec.com/boxer/872,11,Pedro Nolasco,bouts
http://boxrec.com/boxer/872,67,Pedro Nolasco,rounds
http://boxrec.com/boxer/872,9%,Pedro Nolasco,KOs
http://boxrec.com/boxer/872,872,Pedro Nolasco,global ID
http://boxrec.com/boxer/872,1962-02-20,Pedro Nolasco,born
http://boxrec.com/boxer/872,1986-05-01,Pedro Nolasco,debut
http://boxrec.com/boxer/872,featherweight,Pedro Nolasco,division
http://boxrec.com/boxer/872,USA,Pedro Nolasco,residence
http://boxrec.com/boxer/872,"La Romana, Dominican Republic",Pedro Nolasco,birth place
http://boxrec.com/boxer/869,Boxer,Victor Claudio,role
http://boxrec.com/boxer/869,22,Victor Claudio,bouts
http://boxrec.com/boxer/869,104,Victor Claudio,rounds
http://boxrec.com/boxer/869,32%,Victor Claudio,KOs
http://boxrec.com/boxer/869,869,Victor Claudio,global ID
http://boxrec.com/boxer/869,1961-11-15,Victor Claudio,born
http://boxrec.com/boxer/869,1984-11-14,Victor Claudio,debut
http://boxrec.com/boxer/869,middleweight,Victor Claudio,division
http://boxrec.com/boxer/869,6′ 1″   /   186cm,Victor Claudio,height
http://boxrec.com/boxer/869,"Santurce, Puerto Rico",Victor Claudio,residence
http://boxrec.com/boxer/825,Boxer,Ramzi Hassan,role
http://boxrec.com/boxer/825,49,Ramzi Hassan,bouts
http://boxrec.com/boxer/825,324,Ramzi Hassan,rounds
http://boxrec.com/boxer/825,22%,Ramzi Hassan,KOs
http://boxrec.com/boxer/825,825,Ramzi Hassan,global ID
http://boxrec.com/boxer/825,003346,Ramzi Hassan,US ID
http://boxrec.com/boxer/825,Ramzi Ibriham,Ramzi Hassan,birth name
http://boxrec.com/boxer/825,1962-12-07,Ramzi Hassan,born
http://boxrec.com/boxer/825,1982-09-01,Ramzi Hassan,debut
http://boxrec.com/boxer/825,light heavyweight,Ramzi Hassan,division
http://boxrec.com/boxer/825,6′ 2″   /   188cm,Ramzi Hassan,height
http://boxrec.com/boxer/825,"Campo, California, USA",Ramzi Hassan,residence
http://boxrec.com/boxer/825,Jordan,Ramzi Hassan,birth place
http://boxrec.com/boxer/637,Boxer,James Kinchen,role
http://boxrec.com/boxer/637,60,James Kinchen,bouts
http://boxrec.com/boxer/637,380,James Kinchen,rounds
http://boxrec.com/boxer/637,57%,James Kinchen,KOs
http://boxrec.com/boxer/637,637,James Kinchen,global ID
http://boxrec.com/boxer/637,The Heat,James Kinchen,alias
http://boxrec.com/boxer/637,1958-03-01,James Kinchen,born
http://boxrec.com/boxer/637,1980-08-08,James Kinchen,debut
http://boxrec.com/boxer/637,middleweight,James Kinchen,division
http://boxrec.com/boxer/637,5′ 9½″   /   176cm,James Kinchen,height
http://boxrec.com/boxer/637,"San Diego, California, USA",James Kinchen,residence
http://boxrec.com/boxer/637,"San Diego, California, USA",James Kinchen,birth place
http://boxrec.com/boxer/657422,Boxer,Ryota Murata,role
http://boxrec.com/boxer/657422,"15 / 1,5301 / 38",Ryota Murata,ranking
http://boxrec.com/boxer/657422,enrolled,Ryota Murata,VADA CBP
http://boxrec.com/boxer/657422,13,Ryota Murata,bouts
http://boxrec.com/boxer/657422,77,Ryota Murata,rounds
http://boxrec.com/boxer/657422,69%,Ryota Murata,KOs
http://boxrec.com/boxer/657422,657422,Ryota Murata,global ID
http://boxrec.com/boxer/657422,073211,Ryota Murata,US ID
http://boxrec.com/boxer/657422,村田諒太,Ryota Murata,birth name
http://boxrec.com/boxer/657422,1986-01-12 / age 31,Ryota Murata,born
http://boxrec.com/boxer/657422,2013-08-25,Ryota Murata,debut
http://boxrec.com/boxer/657422,middleweight,Ryota Murata,division
http://boxrec.com/boxer/657422,orthodox,Ryota Murata,stance
http://boxrec.com/boxer/657422,6′ 0″   /   183cm,Ryota Murata,height
http://boxrec.com/boxer/657422,74″   /   188cm,Ryota Murata,reach
http://boxrec.com/boxer/657422,"Tokyo, Japan",Ryota Murata,residence
http://boxrec.com/boxer/657422,"Nara, Nara, Japan",Ryota Murata,birth place
http://boxrec.com/boxer/285069,Boxer,Suguru Muranaka,role
http://boxrec.com/boxer/285069,21 / 6906 / 114,Suguru Muranaka,ranking
http://boxrec.com/boxer/285069,29,Suguru Muranaka,bouts
http://boxrec.com/boxer/285069,187,Suguru Muranaka,rounds
http://boxrec.com/boxer/285069,28%,Suguru Muranaka,KOs
http://boxrec.com/boxer/285069,285069,Suguru Muranaka,global ID
http://boxrec.com/boxer/285069,村中優,Suguru Muranaka,birth name
http://boxrec.com/boxer/285069,1985-06-12 / age 31,Suguru Muranaka,born
http://boxrec.com/boxer/285069,2004-11-09,Suguru Muranaka,debut
http://boxrec.com/boxer/285069,super flyweight,Suguru Muranaka,division
http://boxrec.com/boxer/285069,orthodox,Suguru Muranaka,stance
http://boxrec.com/boxer/285069,5′ 4″   /   163cm,Suguru Muranaka,height
http://boxrec.com/boxer/285069,"Tokyo, Japan",Suguru Muranaka,residence
http://boxrec.com/boxer/285069,"Kagoshima, Kagoshima, Japan",Suguru Muranaka,birth place
http://boxrec.com/boxer/580444,Boxer,Samuel Clarkson,role
http://boxrec.com/boxer/580444,"54 / 1,08816 / 167",Samuel Clarkson,ranking
http://boxrec.com/boxer/580444,23,Samuel Clarkson,bouts
http://boxrec.com/boxer/580444,94,Samuel Clarkson,rounds
http://boxrec.com/boxer/580444,52%,Samuel Clarkson,KOs
http://boxrec.com/boxer/580444,580444,Samuel Clarkson,global ID
http://boxrec.com/boxer/580444,080539,Samuel Clarkson,US ID
http://boxrec.com/boxer/580444,1990-09-12 / age 26,Samuel Clarkson,born
http://boxrec.com/boxer/580444,2011-08-19,Samuel Clarkson,debut
http://boxrec.com/boxer/580444,light heavyweight,Samuel Clarkson,division
http://boxrec.com/boxer/580444,southpaw,Samuel Clarkson,stance
http://boxrec.com/boxer/580444,6′ 1″   /   185cm,Samuel Clarkson,height
http://boxrec.com/boxer/580444,72″   /   183cm,Samuel Clarkson,reach
http://boxrec.com/boxer/580444,"Cedar Hill, Texas, USA",Samuel Clarkson,residence
http://boxrec.com/boxer/580444,"Cedar Hill, Texas, USA",Samuel Clarkson,birth place
http://boxrec.com/boxer/348267,Boxer,Go Odaira,role
http://boxrec.com/boxer/348267,22 / 3024 / 65,Go Odaira,ranking
http://boxrec.com/boxer/348267,enrolled,Go Odaira,VADA CBP
http://boxrec.com/boxer/348267,22,Go Odaira,bouts
http://boxrec.com/boxer/348267,135,Go Odaira,rounds
http://boxrec.com/boxer/348267,5%,Go Odaira,KOs
http://boxrec.com/boxer/348267,348267,Go Odaira,global ID
http://boxrec.com/boxer/348267,大平剛,Go Odaira,birth name
http://boxrec.com/boxer/348267,1984-09-10 / age 32,Go Odaira,born
http://boxrec.com/boxer/348267,2006-02-08,Go Odaira,debut
http://boxrec.com/boxer/348267,minimumweight,Go Odaira,division
http://boxrec.com/boxer/348267,southpaw,Go Odaira,stance
